"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag"
"1","186",1.75921914117154,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"2","187",17.0505042285449,0.5029102966669,2.94953328022382,0,0,0,"within range","bdl",1,"ok","ok"
"3","188",21.8512565234179,1.76018603833416,8.0553081075579,0,0,0,"within range","bdl",1,"ok","ok"
"4","191",0.870190938417278,0.251455148333452,28.8965487035298,0,0,0,"within range","bdl",1,"High cv rerun","ok"
"5","194",34.8310682836301,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"6","196",1.75921914117154,0,0,7.3066715634859,0.323609072327484,4.42895331363567,"within range","within range",1,"ok","ok"
"7","197",1.75921914117154,0,0,4.10310519053838,0.323609072327484,7.88693092913425,"within range","within range",1,"ok","ok"
"8","199",1.75921914117154,0,0,30.8757670215998,3.88330886792981,12.5772061475045,"within range","within range",1,"ok","High cv rerun"
"9","200",121.835813126337,13.5411940728172,11.1142969586256,0,0,0,"within range","bdl",1,"High cv rerun","ok"
"10","203",0.336774016764719,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"11","204",0.336774016764719,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"12","183",8.39729638840337,0.205312268870938,2.44498061488545,145.610560998343,4.94201999601695,3.39399832136709,"within range","high",1,"ok","ok"
"13","184",3.65581264038064,0.205312268870937,5.61605008427239,39.6226141224237,1.44183380080562,3.63891639342805,"within range","within range",1,"ok","ok"
"14","185",5.6709432332903,0.355611281101706,6.27076072661335,231.14562133506,7.53317705236966,3.2590611099874,"within range","high",1,"ok","ok"
"15","189",27.718842661596,0.711222562203412,2.56584508554824,0,0,0,"within range","bdl",1,"ok","ok"
"16","190",19.5397831962568,0.615936806612811,3.15221924637733,0,0,0,"within range","bdl",1,"ok","ok"
"17","192",113.039203960235,4.23814638238762,3.74927125626124,0,0,0,"within range","bdl",1,"ok","ok"
"18","193",3.06312717187779,0.205312268870937,6.70270143387728,0,0,0,"within range","bdl",1,"ok","ok"
"19","195",6.14509160809257,0.205312268870937,3.34107743162947,5.90968246674532,0.577587711617427,9.77358284252326,"within range","within range",1,"ok","ok"
"20","198",52.1374839639131,1.43718588209656,2.75653095015346,0,0,0,"within range","bdl",1,"ok","ok"
"21","201",4.60410938998518,0.355611281101704,7.72378001867694,535.023133428137,20.1363321518318,3.7636376623211,"within range","high",1,"ok","ok"
"22","202",2.82605298447666,0,0,35.1475277022406,1.39815099027115,3.97794974974022,"within range","within range",1,"ok","ok"
