"","IDs","FE_2_mean","FE_3_mean"
"1","117",1.79856529859383,44.7838987749624
"2","118",0.418408785713162,4.49876875743432
"3","120",0.76344791393333,3.07293800644879
"4","129",343.785876796271,3194.90153834977
"5","131",3.34727028570529,2.56734622566518
"6","132",4066.41286102321,0
"7","134",6.10758331146664,4.13482641508521
"8","116",6.16906092271596,689.748624639945
"9","121",57.6334264590117,0
"10","122",3414.97174067588,0
"11","123",67.7545742201366,0
"12","125",352.986920215475,0
"13","126",1897.15619243382,0
"14","133",3.34727028570529,0
"15","136",8.86789633722799,0
