"","IDs","FE_2_mean","FE_3_mean"
"1","73",1.58941457240549,0
"2","74",284.551028229072,0
"3","76",1.58941457240549,0
"4","78",3.05012197195337,0
"5","79",22.6479462492208,222.630520013692
"6","81",2.31976827217943,0
"7","84",10.8405614362087,334.427890558994
"8","85",211.090534495354,0
"9","87",488.056450058968,0
"10","88",360.493295399741,0
"11","89",72.3593993698515,0
"12","90",229.455657928783,0
"13","72",1.58941457240549,0
"14","80",8.04087225374196,0
"15","82",5.72808553779115,0
"16","83",18.6310009004641,0
"17","86",76.1647853065081,0
"18","93",72.1939478073882,0
