"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag","FE_2_mean_dup","FE_3_mean_dup","FE_2_dups_chk","FE_2_dups_flag","FE_3_dups_chk","FE_3_dups_flag"
"1","33",0,0,0,95.3148800527591,13.778690864876,14.4559704185214,"bdl","within range",8,"ok","High cv rerun",0,112.852290396328,NA,NA,16.8493526676031,"NO, rerun"
