"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag"
"1","1",3.23271039689685,0.258219026887419,7.98769438596444,0.464007811447798,0.121383648684421,26.1598287118657,"within range","within range",1,"ok","High cv rerun"
"2","10",3.23271039689685,0.258219026887419,7.98769438596444,0,0,0,"within range","bdl",1,"ok","ok"
"3","11",3.59788724678382,0.258219026887419,7.17696273328861,0,0,0,"within range","bdl",1,"ok","ok"
"4","14",0.128707172857606,0,0,0.150840369441701,0,0,"within range","within range",1,"ok","ok"
"5","16",0,0,0,0.709903398203885,0.3444672716219,48.5231191304946,"within range","bdl",1,"ok","High cv rerun"
"6","17",0.128707172857606,0,0,0.150840369441701,0,0,"within range","within range",1,"ok","ok"
"7","18",0.128707172857606,0,0,0.150840369441701,0,0,"within range","within range",1,"ok","ok"
"8","19",1.22423772251852,0,0,10.4088333225282,0.688934543243796,6.61874892119478,"within range","within range",1,"ok","ok"
"9","2",159.759861467064,10.2596715972443,6.42193320839817,712.631991453805,49.7495156263633,6.98109490213481,"within range","within range",8,"ok","ok"
"10","20",6.58016485419408,0.210834952584061,3.20409833576858,45.8407915954736,0.881754378278567,1.92351472910785,"within range","within range",1,"ok","ok"
"11","21",127.95112435753,1.40390306130876,1.09721822950603,20.9894128971212,9.386656356002,44.7209095462094,"within range","within range",1,"ok","High cv rerun"
"12","3",17.0974387778875,2.06575221509935,12.0822319760023,365.353878972433,3.72680736245052,1.02005413845126,"within range","within range",8,"High cv rerun","ok"
"13","4",3.95107218195662,0,0,595.600168382308,20.0610955441612,3.36821522375464,"within range","within range",8,"ok","ok"
"14","5",37.5473423715579,2.06575221509934,5.50172684569053,554.208874748493,48.8641903458824,8.81692671703562,"within range","within range",8,"ok","ok"
"15","9",2.31976827217943,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"16","12",16.3182141845133,0.843339810336248,5.16808886561016,0,0,0,"within range","bdl",1,"ok","ok"
"17","13",0.493884022744577,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"18","15",1.22423772251852,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"19","22",5.48463430453317,0.421669905168124,7.68820456852711,72.8765586231688,4.35177108482323,5.97142780482464,"within range","within range",1,"ok","ok"
"20","6",21.4795609765312,0,0,688.883698980571,56.472910962194,8.19774238318661,"within range","within range",8,"ok","ok"
"21","7",0.493884022744577,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"22","8",5.48463430453317,0.421669905168124,7.68820456852711,0,0,0,"within range","bdl",1,"ok","ok"
