"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag"
"1","48",2.50235669712291,0.258219026887418,10.319033540834,0,0,0,"within range","bdl",1,"High cv rerun","ok"
"2","53",1.22423772251852,0,0,50.2832441414379,5.61317632020346,11.1631149024804,"within range","within range",1,"ok","High cv rerun"
"3","56",0.493884022744577,0,0,7.38618193782108,1.7223363581095,23.3183581532191,"within range","within range",1,"ok","High cv rerun"
"4","60",1243.9904760614,131.966887763024,10.6083519369734,0,0,0,"within range","bdl",8,"High cv rerun","ok"
"5","61",1299.58220104908,148.813724498729,11.4508897073691,0,0,0,"within range","bdl",8,"High cv rerun","ok"
"6","65",10612.3144753222,1375.82500008259,12.9644198094763,0,0,0,"high","bdl",16,"High cv rerun","ok"
