"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag","FE_2_mean_dup","FE_3_mean_dup","FE_2_dups_chk","FE_2_dups_flag","FE_3_dups_chk","FE_3_dups_flag"
"1","126",1897.15619243382,101.580025488991,5.35433117705909,0,0,0,"within range","bdl",8,"ok","ok",1521.62664947178,0,21.9686104866914,"NO, rerun",NA,NA
