"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag"
"1","23",241.368170426143,9.47634566383417,3.92609582576832,0,0,0,"within range","bdl",1,"ok","ok"
"2","25",7.61483259554049,0.774657080662254,10.1730021105903,0,0,0,"within range","bdl",1,"High cv rerun","ok"
"3","26",96.928956395656,5.96658801056224,6.1556300948987,0,0,0,"within range","bdl",1,"ok","ok"
"4","29",1.02965738286085,0,0,0,0,0,"within range","bdl",8,"ok","ok"
"5","30",3.95107218195662,0,0,0,0,0,"within range","bdl",8,"ok","ok"
"6","32",6.87248698105238,0,0,54.6169512724712,0,0,"within range","within range",8,"ok","ok"
"7","33",0,0,0,95.3148800527591,13.778690864876,14.4559704185214,"bdl","within range",8,"ok","High cv rerun"
"8","35",1.02965738286085,0,0,16.7955321498167,0,0,"within range","within range",8,"ok","ok"
"9","36",0,0,0,29.0624409770558,2.7557381729752,9.48212909972292,"bdl","within range",8,"ok","ok"
"10","38",2.56321950543741,0.210834952584062,8.2253959185631,0,0,0,"within range","bdl",1,"ok","ok"
"11","41",3.17184758858236,0.210834952584062,6.64707072757849,2.49844016184311,0,0,"within range","within range",1,"ok","ok"
"12","43",5.60635992116216,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"13","24",11.2057382860957,0.210834952584061,1.88149095758973,0,0,0,"within range","bdl",1,"ok","ok"
"14","27",33.7249773624589,1.31666385687989,3.90412080259997,0,0,0,"within range","bdl",1,"ok","ok"
"15","28",1.02965738286085,0,0,0,0,0,"within range","bdl",8,"ok","ok"
"16","31",39.9818547041377,1.6866796206725,4.21861275109367,448.14243829901,23.0079177119689,5.13406358016411,"within range","within range",8,"ok","ok"
"17","34",1.02965738286085,0,0,71.3563643298077,6.7501523884988,9.45977622584543,"within range","within range",8,"ok","ok"
"18","37",245.752636831421,11.7073787477999,4.76388733758767,0,0,0,"within range","bdl",1,"ok","ok"
"19","39",1.58941457240549,0,0,0,0,0,"within range","bdl",1,"ok","ok"
"20","40",2.44149388880842,0.210834952584062,8.63548967091459,18.6130624979621,0.182147015389421,0.978597774597083,"within range","within range",1,"ok","ok"
"21","42",5.24118307127519,0,0,19.2796071985524,0.562512699041564,2.91765642965901,"within range","within range",1,"ok","ok"
"22","44",4.87600622138822,0,0,57.7225280898147,1.91129038444154,3.31116887581159,"within range","within range",1,"ok","ok"
