"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag","FE_2_mean_dup","FE_3_mean_dup","FE_2_dups_chk","FE_2_dups_flag","FE_3_dups_chk","FE_3_dups_flag"
"1","55",0.128707172857606,0,0,9.97967731697858,0.56755089455938,5.68706659075837,"within range","within range",1,"ok","ok",0.493884022744577,8.27929079791022,117.308709942088,"NO, rerun",18.6252203122237,"NO, rerun"
