"","IDs","FE_2_mean","FE_2_sd","FE_2_cv","FE_3_mean","FE_3_sd","FE_3_cv","FE_2_flag","FE_3_flag","Dilution","FE_2_cv_flag","FE_3_cv_flag"
"1","139",24.3252410043279,3.95148985940863,16.2444016842653,1006.43078075248,55.3855539647087,5.50316574412584,"within range","high",8,"High cv rerun","ok"
"2","148",1.46895965814103,0.246968116213039,16.8124505560335,8.71461143535179,1.77220020711745,20.3359635740995,"within range","within range",1,"High cv rerun","High cv rerun"
"3","153",4.76636407668391,0,0,180.188346356378,18.0693667916455,10.0280440755629,"within range","within range",8,"ok","High cv rerun"
