"","IDs","FE_2_mean","FE_3_mean"
"1","164",3.35946990612922,0
"2","166",0.336774016764719,0
"3","167",0.336774016764719,0
"4","173",15.8058647446889,0
"5","175",316.606752361612,0
"6","176",277.839395151713,0
"7","179",36.1349763143364,506.622640486268
"8","160",9.22705604430735,0
"9","162",0.692385297866425,0
"10","163",0.692385297866425,0
"11","165",21.3178396017653,0
"12","169",205.987445945415,0
"13","170",11.8348721057199,0
"14","171",5.78948032699087,141.931289509658
"15","172",21.5549137891665,668.877955569598
"16","174",2.94459007817722,33.0627046968352
"17","178",5.90801742069144,87.7987939989322
"18","180",8.87144476320565,103.007429416936
"19","181",2.58897879707552,147.85951642548
"20","182",2.23336751597381,96.6366193889453
