"","IDs","FE_2_mean","FE_3_mean"
"1","10",3.23271039689685,0
"2","11",3.59788724678382,0
"3","14",0.128707172857606,0.150840369441701
"4","17",0.128707172857606,0.150840369441701
"5","18",0.128707172857606,0.150840369441701
"6","19",1.22423772251852,10.4088333225282
"7","2",159.759861467064,712.631991453805
"8","20",6.58016485419408,45.8407915954736
"9","4",3.95107218195662,595.600168382308
"10","5",37.5473423715579,554.208874748493
"11","9",2.31976827217943,0
"12","12",16.3182141845133,0
"13","13",0.493884022744577,0
"14","15",1.22423772251852,0
"15","22",5.48463430453317,72.8765586231688
"16","6",21.4795609765312,688.883698980571
"17","7",0.493884022744577,0
"18","8",5.48463430453317,0
