,1,2,3,4,5,6,7,8,9,10,11,12
A,0.065,0.065,0.062,0.061,0.061,0.062,0.056,0.053,0.055,0.06,0.062,0.064
B,0.17,0.124,0.116,0.062,0.065,0.072,0.069,0.067,0.072,2.356,2.441,2.467
C,0.237,0.212,0.219,0.059,0.065,0.064,0.132,0.132,0.127,2.72,2.739,2.965
D,0.322,0.485,0.382,0.065,0.064,0.065,0.119,0.137,0.129,0.106,0.108,0.105
E,0.766,0.627,0.771,0.062,0.064,0.066,0.103,0.101,0.099,2.837,2.692,3.029
F,1.055,1.051,1.186,0.063,0.061,0.065,0.108,0.105,0.097,2.811,2.927,2.973
G,1.143,1.245,1.201,0.065,0.066,0.063,0.174,0.167,0.223,2.815,2.886,2.876
H,1.27,1.184,1.19,0.109,0.105,0.092,0.398,0.548,0.446,2.774,2.918,2.784
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,MSM_UP_B_10,MSM_UP_B_10,MSM_UP_B_10,MSM_TR_A_45,MSM_TR_A_45,MSM_TR_A_45,MSM_TR_C_45,MSM_TR_C_45,MSM_TR_C_45
B,Std 1,Std 1,Std 1,MSM_UP_B_20,MSM_UP_B_20,MSM_UP_B_20,MSM_TR_B_10,MSM_TR_B_10,MSM_TR_B_10,MSM_WC_A_10,MSM_WC_A_10,MSM_WC_A_10
C,Std 2,Std 2,Std 2,MSM_UP_B_45,MSM_UP_B_45,MSM_UP_B_45,MSM_TR_B_20,MSM_TR_B_20,MSM_TR_B_20,MSM_WC_A_20,MSM_WC_A_20,MSM_WC_A_20
D,Std 3,Std 3,Std 3,MSM_UP_C_10,MSM_UP_C_10,MSM_UP_C_10,MSM_TR_B_45,MSM_TR_B_45,MSM_TR_B_45,MSM_WC_A_45,MSM_WC_A_45,MSM_WC_A_45
E,Std 4,Std 4,Std 4,MSM_UP_C_20,MSM_UP_C_20,MSM_UP_C_20,MSM_TR_C_10,MSM_TR_C_10,MSM_TR_C_10,MSM_WC_B_10,MSM_WC_B_10,MSM_WC_B_10
F,Std 5,Std 5,Std 5,MSM_UP_C_45,MSM_UP_C_45,MSM_UP_C_45,MSM_TR_C_10 dup,MSM_TR_C_10 dup,MSM_TR_C_10 dup,MSM_WC_B_20,MSM_WC_B_20,MSM_WC_B_20
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,MSM_TR_A_10,MSM_TR_A_10,MSM_TR_A_10,MSM_TR_C_20,MSM_TR_C_20,MSM_TR_C_20,MSM_WC_C_10,MSM_WC_C_10,MSM_WC_C_10
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,MSM_TR_A_20,MSM_TR_A_20,MSM_TR_A_20,MSM_TR_C_20 spk,MSM_TR_C_20 spk,MSM_TR_C_20 spk,MSM_WC_C_20,MSM_WC_C_20,MSM_WC_C_20
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
