,1,2,3,4,5,6,7,8,9,10,11,12
A,0.064,0.064,0.06,0.062,0.065,0.065,0.376,0.304,0.368,0.412,0.399,0.253
B,0.139,0.131,0.14,0.062,0.059,0.062,0.386,0.377,0.359,0.648,0.687,0.464
C,0.203,0.253,0.316,0.06,0.063,0.062,0.045,0.045,0.045,0.483,0.883,0.687
D,0.343,0.418,0.522,0.377,0.32,0.34,0.051,0.045,0.045,0.814,0.729,0.672
E,0.676,0.852,0.777,0.06,0.068,0.065,0.389,0.435,0.412,1.02,0.824,1.041
F,1.183,1.121,0.993,0.062,0.067,0.062,0.409,0.512,0.44,0.985,0.951,0.862
G,1.207,1.226,1.183,0.203,0.185,0.185,0.381,0.39,0.399,0.045,0.045,0.045
H,1.295,1.135,1.074,0.323,0.304,0.265,0.785,0.812,0.662,0.044,0.045,0.046
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,MSM_SW_A,MSM_SW_A,MSM_SW_A,MSM_WC_B_10,MSM_WC_B_10,MSM_WC_B_10,MSM_WC_A_10,MSM_WC_A_10,MSM_WC_A_10
B,Std 1,Std 1,Std 1,MSM_SW_B,MSM_SW_B,MSM_SW_B,MSM_WC_B_20,MSM_WC_B_20,MSM_WC_B_20,MSM_WC_A_20,MSM_WC_A_20,MSM_WC_A_20
C,Std 2,Std 2,Std 2,MSM_SW_C,MSM_SW_C,MSM_SW_C,,,,MSM_WC_B_10,MSM_WC_B_10,MSM_WC_B_10
D,Std 3,Std 3,Std 3,SWH_WC_C_10,SWH_WC_C_10,SWH_WC_C_10,,,,MSM_WC_B_20,MSM_WC_B_20,MSM_WC_B_20
E,Std 4,Std 4,Std 4,TMP_2026_Event_141,TMP_2026_Event_141,TMP_2026_Event_141,MSM_WC_C_10,MSM_WC_C_10,MSM_WC_C_10,MSM_WC_C_10,MSM_WC_C_10,MSM_WC_C_10
F,Std 5,Std 5,Std 5,TMP_2026_Event_141A,TMP_2026_Event_141A,TMP_2026_Event_141A,MSM_WC_C_10 dup,MSM_WC_C_10 dup,MSM_WC_C_10 dup,MSM_WC_C_20,MSM_WC_C_20,MSM_WC_C_20
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,MSM_WC_A_10,MSM_WC_A_10,MSM_WC_A_10,MSM_WC_C_20,MSM_WC_C_20,MSM_WC_C_20,,,
H,MC: 20ppt S5,MC: 20ppt S5,MC: 20ppt S5,MSM_WC_A_20,MSM_WC_A_20,MSM_WC_A_20,MSM_WC_C_20 spk,MSM_WC_C_20 spk,MSM_WC_C_20 spk,,,
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,50,50,50,25,25,25
B,1,1,1,1,1,1,50,50,50,25,25,25
C,1,1,1,1,1,1,,,,25,25,25
D,1,1,1,10,10,10,,,,25,25,25
E,1,1,1,1,1,1,50,50,50,25,25,25
F,1,1,1,1,1,1,50,50,50,25,25,25
G,1,1,1,1,1,1,50,50,50,,,
H,1,1,1,1,1,1,50,50,50,,,
