"Project","Region","Year","Month","Day","Site","Plot","Sample_ID","Sampler_Type","Replicate","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","Salinity","H2S_mean_uM","H2S_sd_uM","H2S_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","NOx_mgL","NOx_uM","NOx_flag","FE_2_mean_uM","FE_2_sd_uM","FE_2_flag","FE_3_mean_uM","FE_3_sd_uM","FE_3_flag"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP","MSM_202210_UP_RHZ_7","Rhizon Sampler","7",90.8553,2.8339,"",1708.1275,48.1841,"",3.0866,NA,NA,"",0.163755,11.691191,"",0.011497,0.820821,"",0.007567,0.540241,"bdl",191.93,1.567,"",77.374,14.61,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","UP","MSM_202210_UP_RHZ_8","Rhizon Sampler","8",46.8253,1.4606,"",740.3348,20.8839,"",1.3378,NA,NA,"",0.068889,4.918289,"",0.005299,0.378319,"",0.001956,0.139647,"bdl",50.444,5.578,"",2.69,4.119,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_1","Rhizon Sampler","1",1595.2187,49.7573,"",11600.1003,327.2243,"",20.9614,NA,NA,"",0.666074,47.553956,"",0.013814,0.986242,"",NA,NA,"",41.578,4.614,"",2.619,3.539,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_2","Rhizon Sampler","2",1723.933,53.7721,"",12598.8489,355.3977,"",22.7661,NA,NA,"",0.517535,36.949103,"",0.016344,1.16687,"",NA,NA,"",592.443,21.61,"",142.18,41.17,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_3","Rhizon Sampler","3",1730.5644,53.9789,"",12690.8815,357.9938,"",22.9324,NA,NA,"",0.62967,44.954914,"",0.014547,1.038574,"",NA,NA,"",51.182,3.839,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_4","Rhizon Sampler","4",1754.3709,54.7215,"",12897.7658,363.8298,"",23.3063,NA,NA,"",0.401724,28.680846,"",-0.002168,-0.154783,"bdl",NA,NA,"",23.107,3.386,"",3.597,3.475,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_5","Rhizon Sampler","5",1859.5857,58.0033,"",13590.6474,383.3751,"",24.5583,NA,NA,"",0.569621,40.667752,"",0.0094,0.671107,"",NA,NA,"",199.688,6.269,"",15.996,13.347,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_6","Rhizon Sampler","6",1796.7537,56.0435,"",13185.9468,371.959,"",23.827,NA,NA,"",0.377311,26.937894,"",0.007441,0.531246,"",NA,NA,"",269.508,26.644,"",10.033,14.189,""
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_7","Rhizon Sampler","7",1751.4491,54.6304,"",12966.2546,365.7618,"",23.43,NA,NA,"",0.910381,64.996109,"",0.031474,2.247067,"",NA,NA,"",220.376,14.758,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,10,14,"GWI","TR","GWI_202210_TR_RHZ_8","Rhizon Sampler","8",1790.76,55.8565,"",13123.6888,370.2028,"",23.7145,NA,NA,"",0.48715,34.779784,"",0.012612,0.900426,"",NA,NA,"",251.776,10.971,"",45.41,11.982,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_1","Rhizon Sampler","1",569.499,17.7635,"",5003.6948,141.1479,"",9.0417,NA,NA,"",0.204813,14.622502,"",0.0048,0.342693,"",NA,NA,"",23.107,1.28,"",4.073,1.761,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_2","Rhizon Sampler","2",429.0389,13.3824,"",3843.8808,108.4311,"",6.9459,NA,NA,"",0.308693,22.038953,"",0.014132,1.008946,"",-0.004359,0,"bdl",297.214,15.516,"",18.761,17.449,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_3","Rhizon Sampler","3",545.5446,17.0164,"",4595.0657,129.621,"",8.3033,NA,NA,"",0.247687,17.683466,"",0.022321,1.593594,"",0.002186,0.156068,"bdl",86.646,3.839,"",2.309,4,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_4","Rhizon Sampler","4",494.412,15.4215,"",4207.6082,118.6913,"",7.6032,NA,NA,"",0.115268,8.22949,"",-0.002274,-0.162351,"bdl",0.021239,1.516346,"bdl",19.412,1.28,"",0.857,1.485,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_5","Rhizon Sampler","5",534.0109,16.6566,"",4572.3859,128.9813,"",8.2623,NA,NA,"",0.775073,55.335875,"",0.023515,1.678839,"",-0.000832,0,"bdl",406.526,0,"",63.777,90.194,"bdl"
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_6","Rhizon Sampler","6",596.8407,18.6164,"",5274.4697,148.7862,"",9.531,NA,NA,"",0.226048,16.138562,"",0.015083,1.076842,"",NA,NA,"",80.736,19.365,"",12.695,9.154,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_7","Rhizon Sampler","7",579.5889,18.0783,"",5276.3934,148.8404,"",9.5345,NA,NA,"",0.270405,19.305404,"",0.016001,1.142382,"",0.006312,0.450641,"bdl",555.09,68.069,"",98.855,45.126,""
"COMPASS: Synoptic","CB",2022,10,27,"MSM","TR","MSM_202210_TR_RHZ_8","Rhizon Sampler","8",456.9286,14.2523,"",4182.166,117.9737,"",7.5572,NA,NA,"",0.334862,23.907273,"",0.009492,0.677676,"",0.0099,0.706805,"bdl",204.86,6.772,"",1.066,1.847,"bdl"
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_1","Rhizon Sampler","1",1641.0884,51.188,"",12090.94,341.0702,"",21.8484,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",73.591,4.827,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_2","Rhizon Sampler","2",1707.2599,53.252,"",12460.5641,351.4969,"",22.5163,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",436.239,28.169,"",93.999,21.366,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_3","Rhizon Sampler","3",1630.342,50.8528,"",11877.1529,335.0396,"",21.462,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",160.424,9.279,"",0.778,1.1,"bdl"
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_4","Rhizon Sampler","4",1709.7933,53.331,"",12901.1828,363.9262,"",23.3125,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",49.793,0.324,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_5","Rhizon Sampler","5",1600.4445,49.9203,"",12075.9687,340.6479,"",21.8213,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",268.4,25.077,"",33.791,29.121,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_6","Rhizon Sampler","6",1664.4226,51.9159,"",12627.6936,356.2114,"",22.8183,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",326.029,9.404,"",29.782,7.784,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_7","Rhizon Sampler","7",1710.3996,53.35,"",12734.1181,359.2135,"",23.0106,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",159.674,16.172,"",60.171,26.406,""
"COMPASS: Synoptic","CB",2022,11,17,"GWI","TR","GWI_202211_TR_RHZ_8","Rhizon Sampler","8",1793.7846,55.9509,"",13317.6085,375.673,"",24.0649,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",167.922,3.446,"",40.45,19.922,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_1","Rhizon Sampler","1",160.1495,4.9953,"",1867.5578,52.6815,"",3.3747,0,0,"bdl",0.076253,5.444037,"",0.012053,0.860517,"",NA,NA,"",70.756,4.688,"",26.532,16.913,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_2","Rhizon Sampler","2",72.3702,2.2573,"",840.3162,23.7043,"",1.5185,0,0,"bdl",0.038393,2.741045,"",0.0063,0.449785,"",-0.002157,0,"bdl",74.88,8.552,"",23.114,5.431,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_3","Rhizon Sampler","3",129.9066,4.052,"",1244.7563,35.113,"",2.2493,0,0,"bdl",0.073845,5.27212,"",0.009102,0.649832,"",0.00346,0.247025,"bdl",67.819,5.567,"",7.412,10.482,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_4","Rhizon Sampler","4",171.234,5.341,"",2244.1587,63.3049,"",4.0552,0,0,"bdl",0.082626,5.899034,"",-0.001125,-0.080319,"bdl",-0.000577,0,"bdl",118.416,8.958,"",8.143,7.781,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_5","Rhizon Sampler","5",110.7402,3.4542,"",1498.2359,42.2634,"",2.7073,0,0,"bdl",0.068373,4.88145,"",0.007159,0.511113,"",-0.001531,0,"bdl",27.54,2.559,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_6","Rhizon Sampler","6",170.6988,5.3244,"",1554.6628,43.8551,"",2.8093,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",37.883,3.839,"",2.977,4.792,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_7","Rhizon Sampler","7",198.741,6.199,"",2618.2923,73.8587,"",4.7313,0,0,"bdl",0.060661,4.330856,"",0.012484,0.891288,"",-0.004053,0,"bdl",294.259,7.784,"",19.356,32.014,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","UP","MSM_202211_UP_RHZ_8","Rhizon Sampler","8",112.6562,3.5139,"",1686.8319,47.5834,"",3.0481,0,0,"bdl",0.035162,2.51037,"",0.005476,0.390956,"",-0.000834,0,"bdl",20.151,2.217,"",2.287,3.962,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_1","Rhizon Sampler","1",1050.0653,32.7531,"",6802.6877,191.8953,"",12.2925,0,0,"bdl",0.266567,19.031392,"",0.014185,1.01273,"",-0.005755,0,"bdl",52.66,1.28,"",5.024,1.865,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_2","Rhizon Sampler","2",713.7607,22.2633,"",5163.679,145.6609,"",9.3308,0,0,"bdl",1.154787,82.44533,"",0.024387,1.741095,"",-0.005272,0,"bdl",127.652,23.51,"",3.355,4.745,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_3","Rhizon Sampler","3",784.62,24.4735,"",5006.9179,141.2389,"",9.0475,0,0,"bdl",0.183268,13.08431,"",0.02163,1.544261,"",-0.002978,0,"bdl",54.138,3.386,"",19.275,8.289,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_4","Rhizon Sampler","4",1162.8913,36.2723,"",7482.5306,211.0728,"",13.521,0,0,"bdl",0.319971,22.844139,"",-0.002586,-0.184626,"bdl",-0.003595,0,"bdl",12.024,1.28,"",3.24,0.454,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_6","Rhizon Sampler","6",971.6282,30.3066,"",6315.7343,178.1589,"",11.4126,0,0,"bdl",0.213005,15.207365,"",0.014877,1.062135,"",-0.003992,0,"bdl",57.832,4.433,"",6.145,5.361,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","TR","MSM_202211_TR_RHZ_7","Rhizon Sampler","7",910.9009,28.4124,"",6120.4549,172.6503,"",11.0597,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",116.939,8.392,"",15.575,17.292,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_1","Rhizon Sampler","1",1908.023,59.5141,"",11067.5891,312.2028,"",19.9992,75.671,3.509,"",0.157261,11.227555,"",0.009565,0.682887,"",-0.007173,0,"bdl",14.489,0.659,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_3","Rhizon Sampler","3",1909.5426,59.5615,"",10678.9236,301.239,"",19.2968,27.726,1.908,"",0.236922,16.914905,"",0.009608,0.685957,"",-0.009462,0,"bdl",8.262,0.317,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_2","Rhizon Sampler","2",1374.6764,42.8782,"",9790.4072,276.1751,"",17.6913,119.266,11.016,"adl",0.239367,17.089464,"",0.019662,1.403757,"",-0.00639,0,"bdl",9.634,0.183,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_5","Rhizon Sampler","5",1894.4221,59.0899,"",11140.7654,314.267,"",20.1314,67.91,2.924,"",0.2407,17.184633,"",-0.001246,-0.088957,"bdl",-0.010245,0,"bdl",9.423,0.659,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_4","Rhizon Sampler","4",1514.1302,47.228,"",10224.7704,288.4279,"",18.4762,163.253,4.379,"adl",0.251509,17.956335,"",0.010512,0.750498,"",-0.008619,0,"bdl",13.75,0.484,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_6","Rhizon Sampler","6",1787.4021,55.7518,"",11210.9408,316.2466,"",20.2582,151.169,13.751,"adl",0.396902,28.336582,"",0.032412,2.314035,"",-0.003637,0,"bdl",0.979,0,"",0.929,0.204,""
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_7","Rhizon Sampler","7",1499.1157,46.7597,"",10370.657,292.5432,"",18.7398,172.446,1.954,"adl",0.492043,35.129117,"",0.046992,3.354966,"",-0.001565,0,"bdl",12.167,0.797,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2022,11,13,"MSM","WC","MSM_202211_WC_RHZ_8","Rhizon Sampler","8",1502.9591,46.8796,"",10156.4014,286.4993,"",18.3526,104.396,4.357,"adl",0.519624,37.098246,"",0.022575,1.611729,"",-0.008165,0,"bdl",10.9,0.484,"",0,0,"bdl"
"COMPASS: Synoptic","CB",2023,5,19,"MSM","UP","MSM_202305_UP_RHZ_1","Rhizon Sampler","1",36.3393,1.1335,"",727.0896,20.5103,"",1.3139,0,0,"bdl",0.043531,3.10787,"",0.008483,0.273877,"",0.012717,0.907923,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","UP","MSM_202305_UP_RHZ_2","Rhizon Sampler","2",30.356,0.9468,"",426.3689,12.0273,"",0.7705,0,0,"bdl",0.05403,3.85744,"",0.00447,0.144316,"",0.014683,1.048284,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","UP","MSM_202305_UP_RHZ_3","Rhizon Sampler","3",75.8839,2.3669,"",713.3283,20.1221,"",1.289,0,0,"bdl",0.048736,3.479478,"",0.007069,0.228225,"",0.014682,1.048213,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","UP","MSM_202305_UP_RHZ_4","Rhizon Sampler","4",19.7362,0.6156,"",802.6945,22.643,"",1.4505,0,0,"bdl",0.060447,4.315578,"",0.033742,1.089374,"",0.02202,1.572105,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","UP","MSM_202305_UP_RHZ_5","Rhizon Sampler","5",38.3567,1.1964,"",569.8836,16.0757,"",1.0298,0,0,"bdl",0.053813,3.841947,"",0.00695,0.224383,"",0.028221,2.014821,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","UP","MSM_202305_UP_RHZ_6","Rhizon Sampler","6",32.5617,1.0156,"",635.5395,17.9278,"",1.1484,0,0,"bdl",0.097682,6.973948,"",0.008597,0.277558,"",0.01365,0.974534,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","UP","MSM_202305_UP_RHZ_7","Rhizon Sampler","7",46.6181,1.4541,"",987.7863,27.8642,"",1.785,0,0,"bdl",0.105667,7.544032,"",0.005573,0.179926,"",0.015107,1.078555,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","UP","MSM_202305_UP_RHZ_8","Rhizon Sampler","8",31.3174,0.9768,"",598.1686,16.8736,"",1.0809,0,0,"bdl",0.03727,2.660869,"",0.003677,0.118713,"",0.011046,0.788623,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_1","Rhizon Sampler","1",369.7565,11.5333,"",3031.3889,85.5117,"",5.4777,0,0,"bdl",0.174776,12.478028,"",0.003567,0.115162,"",0.023665,1.689549,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_2","Rhizon Sampler","2",328.9713,10.2611,"",2948.931,83.1856,"",5.3287,0,0,"bdl",0.139437,9.955022,"",0.007533,0.243206,"",0.01151,0.82175,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_3","Rhizon Sampler","3",302.8968,9.4478,"",2656.2601,74.9298,"",4.7999,0,0,"bdl",0.084871,6.059314,"",0.004356,0.140635,"",0.055997,3.997872,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_4","Rhizon Sampler","4",385.8873,12.0364,"",3103.4481,87.5444,"",5.608,0,0,"bdl",0.112865,8.057929,"",0.003672,0.118552,"",0.008632,0.616276,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_5","Rhizon Sampler","5",502.6139,15.6773,"",4159.8343,117.3437,"",7.5168,0,0,"bdl",0.28933,20.656543,"",0.005018,0.162008,"",0.018337,1.309159,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_7","Rhizon Sampler","7",288.194,8.9892,"",2497.9285,70.4634,"",4.5138,0,0,"bdl",0.127339,9.091292,"",0.004079,0.131692,"",0.010785,0.769989,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_6","Rhizon Sampler","6",502.033,15.6592,"",3739.4102,105.4841,"",6.7571,0,0,"bdl",0.118526,8.462093,"",0.003828,0.123588,"",0.016432,1.173153,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","TR","MSM_202305_TR_RHZ_8","Rhizon Sampler","8",377.6218,11.7786,"",3190.0079,89.9861,"",5.7644,0,0,"bdl",0.245336,17.515618,"",0.00695,0.224383,"",0.021967,1.568321,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_1","Rhizon Sampler","1",883.2321,27.5493,"",6899.4071,194.6236,"",12.4673,1.42,0.099,"",0.16897,12.063512,"",0.004888,0.157811,"",0.019686,1.40547,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_2","Rhizon Sampler","2",924.5517,28.8382,"",7394.3016,208.584,"",13.3615,46.204,2.964,"",0.156966,11.206494,"",0.011646,0.375996,"",0.012321,0.87965,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_4","Rhizon Sampler","4",841.0561,26.2338,"",6779.1768,191.2321,"",12.25,18.843,0.247,"",0.164723,11.7603,"",0.003679,0.118778,"",0.018735,1.337574,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_6","Rhizon Sampler","6",812.1662,25.3327,"",7655.9586,215.965,"",13.8343,145.944,4.715,"adl",0.25735,18.37335,"",0.017864,0.576746,"",0.019166,1.368345,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_8","Rhizon Sampler","8",967.4174,30.1752,"",7695.5432,217.0816,"",13.9059,15.223,0.213,"",0.212616,15.179593,"",0.006948,0.224319,"",0.022696,1.620367,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_3","Rhizon Sampler","3",1018.0692,31.7551,"",8262.6936,233.0802,"",14.9307,10.428,0.14,"",0.26606,18.995195,"",0.005132,0.165689,"",0.021848,1.559825,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_5","Rhizon Sampler","5",844.5175,26.3418,"",7636.3408,215.4116,"",13.7989,102.883,2.456,"adl",0.257347,18.373136,"",0.009664,0.312006,"",0.016969,1.211492,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,5,19,"MSM","WC","MSM_202305_WC_RHZ_7","Rhizon Sampler","7",864.9464,26.979,"",5569.2249,157.1008,"",10.0636,103.022,4.368,"adl",0.285582,20.388957,"",0.020825,0.672343,"",0.022677,1.619011,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","UP","MSM_202306_UP_RHZ_6","Rhizon Sampler","6",132.288,4.1263,"",1071.7023,30.2314,"",1.9366,0,0,"bdl",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_1","Rhizon Sampler","1",1086.1118,33.8775,"",9408.0757,265.39,"",17.0004,0,0,"bdl",0.584635,41.739667,"",0.005578,0.180088,"",0.044133,3.150849,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_2","Rhizon Sampler","2",891.5357,27.8083,"",8029.1285,226.4916,"",14.5087,0,0,"bdl",0.540375,38.579751,"",0.009299,0.300222,"",0.174583,12.464249,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_3","Rhizon Sampler","3",974.5371,30.3973,"",8446.5117,238.2655,"",15.2629,0,0,"bdl",0.759339,54.212555,"",0.008027,0.259155,"",0.000214,0.015278,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_4","Rhizon Sampler","4",1247.3714,38.9074,"",10102.6968,284.9844,"",18.2556,0,0,"bdl",0.587628,41.953351,"",0.00562,0.181444,"",0.119849,8.556548,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_5","Rhizon Sampler","5",985.5724,30.7415,"",8613.1654,242.9666,"",15.564,0,0,"bdl",1.001355,71.491144,"",0.006882,0.222188,"",0.009506,0.678675,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_6","Rhizon Sampler","6",1114.8461,34.7737,"",9222.3539,260.151,"",16.6648,0,0,"bdl",0.804151,57.411881,"",0.006575,0.212276,"",0.082747,5.907673,"",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_7","Rhizon Sampler","7",1075.1471,33.5355,"",9131.0061,257.5742,"",16.4998,0,0,"bdl",0.943179,67.337703,"",0.007194,0.232261,"",0.006407,0.457424,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","TR","MSM_202306_TR_RHZ_8","Rhizon Sampler","8",1038.0071,32.377,"",9419.7572,265.7195,"",17.0215,0,0,"bdl",0.892199,63.698016,"",0.015002,0.484345,"",0.0106,0.756781,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_1","Rhizon Sampler","1",1094.7124,34.1457,"",9713.3353,274.001,"",17.552,91.12,6.072,"",0.218955,15.632162,"",0.016206,0.523217,"",0.004,0.285578,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_2","Rhizon Sampler","2",875.2224,27.2995,"",8937.4618,252.1146,"",16.15,406.118,26.35,"",0.174032,12.424911,"",0.01996,0.644416,"",0.00509,0.363398,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_4","Rhizon Sampler","4",1049.7841,32.7444,"",9976.7031,281.4303,"",18.0279,256.475,14.129,"",0.217678,15.540991,"",0.025262,0.815594,"",0.018339,1.309302,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_6","Rhizon Sampler","6",989.9609,30.8784,"",9748.9528,275.0057,"",17.6164,796.703,53.417,"",0.264878,18.910807,"",0.032716,1.056249,"",0.012002,0.856876,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_8","Rhizon Sampler","8",1054.7555,32.8994,"",9611.7041,271.1341,"",17.3684,70.095,3.671,"",0.360192,25.715693,"",0.017992,0.580879,"",0.011564,0.825605,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_3","Rhizon Sampler","3",1246.882,38.8921,"",10019.1289,282.627,"",18.1046,0.438,0.046,"",0.191965,13.705227,"",0.011852,0.382646,"",0.013109,0.935909,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_5","Rhizon Sampler","5",919.7063,28.687,"",9966.8549,281.1525,"",18.0101,875.037,13.784,"",0.22689,16.198676,"",0.020213,0.652585,"",0.009234,0.659256,"bdl",NA,NA,"",NA,NA,""
"COMPASS: Synoptic","CB",2023,6,29,"MSM","WC","MSM_202306_WC_RHZ_7","Rhizon Sampler","7",931.8486,29.0658,"",9704.7392,273.7585,"",17.5365,616.807,44.512,"",0.281015,20.062898,"",0.02553,0.824246,"",0.013545,0.967037,"bdl",NA,NA,"",NA,NA,""
