"Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max"
"CRC-TR-1",2023-05-30 13:34:49.5,NA,NA,NA,NA,NA,1615.47835686543,98.3478551133141,27.728246009744,9004529.13266115,1514.55629228128,0.000663274711032406,0.138883952734735,5727.07438735537,1605.80814556719,0.274144008687826,5326.81631151798,1615.86865063649,TRUE,81.7389346873813,28.6978353084169,4860.80874714835,2023-05-30 13:34:10,2023-05-30 13:35:29
"CRC-TR-19",2023-07-13 11:30:49.5,NA,NA,NA,NA,NA,1707.49623299384,-365.789883123905,49.2822182295055,8532558.50106822,2691.8649557151,1.22605056470252e-10,0.413936071543557,10178.8959054632,1566.71306862277,0.904068027362714,4172.05831145341,1707.49623299384,TRUE,-365.789883123905,49.2822182295055,13049.8627272481,2023-07-13 11:30:10,2023-07-13 11:31:29
"CRC-TR-2",2023-05-30 13:58:49.5,NA,NA,NA,NA,NA,1081.63530763524,-4.3981971378626,0.986031031756629,4548633.11522668,53.8584194256937,2.7110722162033e-05,0.203236998889408,203.657781495683,1084.51458733021,0.214321035383404,204.879967815737,1081.91085949485,TRUE,-4.90718453728832,1.07622096034497,186.975335735602,2023-05-30 13:58:10,2023-05-30 13:59:29
"CRC-TR-20",2023-07-13 11:47:49.5,NA,NA,NA,NA,NA,1243.79631359643,-32.5033034426885,2.71675685108606,8575575.84163479,148.393128868113,2.48828234102731e-19,0.647278295554937,561.127038942874,1241.42567635007,0.674277299395747,546.27285818236,1243.82109128324,TRUE,-32.8440731859672,2.7846138464483,598.940473923071,2023-07-13 11:47:10,2023-07-13 11:48:29
"CRC-TR-21",2023-07-13 12:18:49.5,NA,NA,NA,NA,NA,1245.48980904906,-30.2475835856372,2.7456646624417,8520739.56107949,149.972114699722,1.46017967830905e-17,0.608753924554121,567.097744264487,1236.98233171143,0.665380774763313,531.31107970156,1245.63329860403,TRUE,-30.9186536844935,2.71551760969886,638.229535835796,2023-07-13 12:18:10,2023-07-13 12:19:29
"CRC-TR-22",2023-07-13 11:19:49.5,1515.50562624914,-409.835266458858,1.0679940613506e-16,0.588446135065399,3066.00452361901,1537.73779478585,-138.090953801981,17.0572117729689,8623003.60699935,931.689202787877,6.13893662583691e-12,0.456601999568299,3523.04724324569,1501.57037773596,0.671101463295374,2776.71256075358,1554.78411991903,TRUE,-77.0255333193086,6.54455496925368,1197.76767078092,2023-07-13 11:19:10,2023-07-13 11:20:29
"CRC-TR-23",2023-07-13 11:54:49.5,1298.13236370413,-53.4903884934873,7.36776810167622e-09,0.350344693279619,788.039049582899,1299.9313836231,-24.2177962679384,3.85851742311011,8527588.04435539,210.757717599403,1.80702505256298e-08,0.335569904571555,796.949662784039,1267.83998735658,0.576824401012473,644.328078447565,1300.44045086387,TRUE,-22.0665818857907,3.92249280158835,797.188486553258,2023-07-13 11:54:10,2023-07-13 11:55:29
"CRC-TR-24",2023-07-13 12:09:49.5,1258.92813759707,-49.1383435213766,3.43731401909328e-07,0.284839493109549,616.785448946814,1256.62213730186,-17.2279197805641,2.94350260036342,8493351.18635911,160.778304663055,1.08180319285952e-07,0.305159725025191,607.959780280777,1260.58231669104,0.305505501013956,615.754037059548,1256.83155219922,TRUE,-17.9922130783927,3.10234554384377,570.501649148837,2023-07-13 12:09:10,2023-07-13 12:10:29
"CRC-TR-3",2023-05-30 14:07:49.5,NA,NA,NA,NA,NA,1330.75161318916,19.2456565774573,4.67818145867204,4429769.99671218,255.528934725099,9.5649842568801e-05,0.178292807224582,966.245510154025,1296.16421803659,0.492730876154453,769.110364965027,1340.75316882483,TRUE,6.85321847091638,2.79881291725145,506.483937846608,2023-05-30 14:07:10,2023-05-30 14:08:29
"CRC-TR-31",2023-08-03 11:50:49.5,NA,NA,NA,NA,NA,2775.91560949865,-49.0749140236579,4.78868120654075,8953026.58158803,261.564588346005,3.24789204171484e-19,0.399293636215257,1398.7540255466,2779.62782852882,0.40037311425754,1406.4264518328,2776.01775122363,TRUE,-49.3571215821072,5.22464352133336,1423.46829884125,2023-08-03 11:50:10,2023-08-03 11:51:29
"CRC-TR-32",2023-08-03 12:00:29.5,2535.90449961314,-132.756603492732,9.11495162939928e-75,0.880435608893122,660.701678281876,2467.77111528334,-78.949417940367,1.82814813585158,8880017.08802267,99.8560551360988,2.18706053889721e-89,0.921897551131567,533.994528770299,2457.36319451778,0.928623269910217,513.74670576597,2468.48428438104,TRUE,-77.9201541345654,1.73496826015652,465.229033019554,2023-08-03 11:59:50,2023-08-03 12:01:09
"CRC-TR-33",2023-08-03 12:41:49.5,NA,NA,NA,NA,NA,2653.90840029486,55.9053621067214,3.27062965862663,8703728.71911047,178.646450534737,9.35536336572787e-38,0.649025974611977,955.337430862486,2617.49350584688,0.72736902831232,847.370119818598,2654.09388077266,TRUE,55.1132806059561,3.43677532082032,1058.52605673538,2023-08-03 12:41:10,2023-08-03 12:42:29
"CRC-TR-34",2023-08-03 11:38:49.5,NA,NA,NA,NA,NA,2713.69233493272,-54.427001113467,3.94246955777182,8768689.00844742,215.343302773367,6.05602358754699e-29,0.546740897748633,1151.57909384239,2628.44355416181,0.740525339146274,876.868008428523,2716.7565765607,TRUE,-60.4194054686972,4.11373936105276,1049.76612604828,2023-08-03 11:38:10,2023-08-03 11:39:29
"CRC-TR-35",2023-08-03 12:07:49.5,NA,NA,NA,NA,NA,2556.39172913558,-34.4233253935347,2.41148544574411,8732848.12074881,131.718769889484,3.17982206346289e-30,0.563256219616221,704.38495053177,2547.84268558643,0.596201825101905,681.624393353229,2556.48614396263,TRUE,-34.5126397822719,2.43302322068034,845.65074790786,2023-08-03 12:07:10,2023-08-03 12:08:29
"CRC-TR-36",2023-08-03 12:32:49.5,2740.49634550241,-70.3758262354382,1.45902247175443e-07,0.160964125796606,1252.19330611054,2739.26539478744,24.0688165770006,4.270466749644,8657533.47842189,233.258976582163,7.80124811096958e-08,0.167394432292555,1247.38572049203,2702.7204519682,0.353770871321858,1105.96306143989,2739.55564793833,TRUE,22.6093630173521,4.25593629646536,1404.72362830342,2023-08-03 12:32:10,2023-08-03 12:33:29
"CRC-TR-4",2023-05-30 13:44:39.5,1286.44963638536,-45.571840004577,4.63815827861565e-10,0.393959541082791,732.549267632528,1292.2841036292,-23.7399851077676,3.67843548727967,9005945.15431372,200.921385761379,8.44943903024357e-09,0.348108857729859,759.755004241357,1276.75595686268,0.489303360372651,681.252383291466,1292.43902661196,TRUE,-25.14690414877,3.68894531414089,784.408670340647,2023-05-30 13:44:00,2023-05-30 13:45:19
"CRC-TR-5",2023-05-30 13:54:39.5,1139.87802004897,-25.1273337218859,9.48224559009391e-16,0.564963369586726,293.083630346347,1150.49408166072,-13.4786984940799,1.51634052870773,4549249.32351553,82.8246795050931,1.77229405871676e-13,0.503228080867419,313.189481996778,1132.63565593449,0.621997547399704,276.768374593444,1150.52661058866,TRUE,-13.685531645081,1.53179653327166,302.473819169443,2023-05-30 13:54:00,2023-05-30 13:55:19
"CRC-TR-53",2023-09-01 13:34:49.5,NA,NA,NA,NA,NA,2648.81043851221,-70.4785902735319,3.21893767960475,8824978.74713941,175.822961012156,1.02039755062902e-49,0.752114223200916,940.238417036601,2509.29518668117,0.898911361720293,604.268012708714,2648.81267734467,TRUE,-70.347154559517,3.40505347262238,1161.23945350949,2023-09-01 13:34:10,2023-09-01 13:35:29
"CRC-TR-54",2023-09-01 13:13:49.5,2193.98501896601,-25.2264210047272,1.63746800642932e-56,0.796577304942416,226.966866022181,2176.51432482123,-19.5813010885488,0.735743325704331,4453917.89641903,40.187348419293,2.89938949056652e-60,0.817619672639593,214.907590255188,2176.20833897316,0.82246250857826,213.389989899199,2177.22394606592,TRUE,-19.1889475390252,0.741120453162504,200.40328553442,2023-09-01 13:13:10,2023-09-01 13:14:29
"CRC-TR-55",2023-09-01 13:07:49.5,NA,NA,NA,NA,NA,2606.95406363838,-34.3790527580326,2.824270836973,8869068.18525556,154.265695916749,1.8153797777163e-24,0.483955365802851,824.957860434312,2599.5600969725,0.519426121265661,801.188038201243,2610.18243300632,TRUE,-31.4813142261789,1.99068207276279,543.716961932364,2023-09-01 13:07:10,2023-09-01 13:08:29
"CRC-TR-56",2023-09-01 13:25:49.5,NA,NA,NA,NA,NA,2422.77290453746,-24.3390335657311,1.58833150650902,4465810.19331661,86.7569292542519,4.62349703366503e-33,0.597774215519596,463.945080661759,2294.3808927379,0.824161930803169,308.712573324679,2422.96054949611,TRUE,-24.49106862861,1.69498700954152,518.779380880846,2023-09-01 13:25:10,2023-09-01 13:26:29
"CRC-TR-57",2023-09-01 13:19:49.5,NA,NA,NA,NA,NA,2353.43347799996,-15.7098457648136,1.27889751497035,4456230.54104729,69.8552038885031,8.98756354993485e-25,0.488497893445531,373.560688250234,2289.23510954522,0.666009716603149,303.787999515632,2354.46690892465,TRUE,-14.6087667288058,1.25891386040854,355.714882650253,2023-09-01 13:19:10,2023-09-01 13:20:29
"CRC-TR-58",2023-09-01 12:58:49.5,NA,NA,NA,NA,NA,2342.2272717594,-19.1399133330007,1.23488641705468,4466890.73702081,67.4512550323452,1.56063026373393e-33,0.60324362064857,360.705228109311,2291.76418007403,0.717711918453125,306.198453784306,2342.35824736102,TRUE,-19.317553023512,1.24720187570765,376.079562726559,2023-09-01 12:58:10,2023-09-01 12:59:29
"CRC-TR-6",2023-05-30 14:13:39.5,1159.41500220878,-19.9312599170538,3.51282220519148e-14,0.523194631378737,331.147579190199,1134.10528570082,-16.5646154681866,1.36871166981841,4447687.02465928,74.7609809547213,1.38397823788379e-19,0.652509641592355,282.697778472422,1126.78276653702,0.698368694301116,266.826972389822,1134.15835790992,TRUE,-16.4709118360818,1.43343109555534,295.033321327929,2023-05-30 14:13:00,2023-05-30 14:14:19
"CRC-TR-71",2023-10-06 10:55:49.5,1389.46830749894,-401.738859919705,6.27486971152106e-33,0.841448584691166,1394.64794420013,1352.67083484299,-142.074115253909,5.36504408149345,13091044.9581435,293.046349528814,9.83393565259431e-41,0.899905922441348,1108.11215882015,1356.03577953111,0.900697343006964,1118.15103226067,1352.72023838876,TRUE,-143.223933808263,5.63439332243917,1151.26834568498,2023-10-06 10:55:10,2023-10-06 10:56:29
"CRC-TR-72",2023-10-06 11:16:49.5,NA,NA,NA,NA,NA,1261.82998187968,-37.409632851342,3.04088703754674,12958515.3428266,166.097581333293,5.9519517297839e-20,0.659900112697351,628.073851532295,1245.0615550244,0.737661927517584,558.828614370913,1261.90461534105,TRUE,-38.1255694322438,3.23290190251414,662.606022754887,2023-10-06 11:16:10,2023-10-06 11:17:29
"CRC-TR-73",2023-10-06 11:27:49.5,1421.76217343284,-420.207282160421,4.29187440014721e-33,0.842981698142357,1706.55834008197,1469.6887528774,-155.625070225187,11.1480721349153,13013593.6573229,608.923578967392,6.52325320130238e-23,0.714156455494011,2302.55597017667,1376.52164911401,0.915152475443111,1270.88453459285,1471.3376352586,TRUE,-141.984366263734,8.61725965854313,1385.83426300367,2023-10-06 11:27:10,2023-10-06 11:28:29
"CRC-TR-74",2023-10-06 11:01:49.5,NA,NA,NA,NA,NA,1403.03795435449,-232.505527169349,7.34999100555785,13105958.4921996,401.466977816289,3.01534311428312e-46,0.927689047191744,1518.08899922593,1358.63257506109,0.960515492979066,1136.44665942918,1403.11286812344,TRUE,-232.751457931601,7.78176052744327,1677.41344867987,2023-10-06 11:01:10,2023-10-06 11:02:29
"CRC-TR-75",2023-10-06 11:10:49.5,NA,NA,NA,NA,NA,1294.65691932842,-28.6736001527135,3.73339355601184,13018998.6835935,203.92327375605,3.90603619908491e-11,0.430603238960904,771.106207188127,1292.1512461076,0.475074382714987,750.060149135236,1294.83778730625,TRUE,-29.8833918832549,3.47146359089024,696.642086180075,2023-10-06 11:10:10,2023-10-06 11:11:29
"CRC-TR-76",2023-10-06 11:33:49.5,NA,NA,NA,NA,NA,1499.60666172694,-382.455885114682,13.440244280579,12920361.3247292,734.125286460425,6.05890717849107e-43,0.912136949064458,2775.98802145849,1468.5297593245,0.943325856551878,2258.64218760359,1500.6276039507,TRUE,-369.593900987645,12.8548774879885,2647.03334110325,2023-10-06 11:33:10,2023-10-06 11:34:29
"CRC-WE-10",2023-05-30 14:23:49.5,NA,NA,NA,NA,NA,2108.27737432835,11760.7846104105,603.318629516091,4477358.02893185,32954.1228919785,1.02805269700073e-31,0.829692866916015,124611.223851005,2015.28977337382,0.949333828441334,68855.7625330151,2110.58691147517,TRUE,11006.6420484367,527.985189586071,126092.502000568,2023-05-30 14:23:10,2023-05-30 14:24:29
"CRC-WE-11",2023-05-30 14:47:49.5,NA,NA,NA,NA,NA,1926.81482017766,5500.39308231261,194.086609640754,4755453.99015647,10601.2870693532,8.10699617993931e-43,0.911479250525969,40087.2255176757,1880.52789985607,0.952787887622084,29658.6022282508,1927.83654546401,TRUE,5382.65237186429,184.556269599888,35242.6848727653,2023-05-30 14:47:10,2023-05-30 14:48:29
"CRC-WE-12",2023-05-30 14:53:49.5,2045.75900206588,17227.7985180176,1.35844516955182e-49,0.940642335239009,84306.490482339,2060.4817511367,14258.8732953327,447.520711524025,4630885.9265052,24444.2186976675,1.78992014995235e-46,0.928648695905023,92432.2585669369,2033.43239477509,0.951600055517281,77123.2893961694,2063.38568347772,TRUE,13596.1773192771,318.178519329634,60666.6923155588,2023-05-30 14:53:10,2023-05-30 14:54:29
"CRC-WE-25",2023-07-13 12:41:49.5,NA,NA,NA,NA,NA,2265.9133660578,27184.0560799571,1615.93725768298,18124572.2165237,88264.7947041245,1.13500525809784e-27,0.78393082327478,333760.486573773,2064.32075522115,0.983461500209628,93546.3986206259,2265.96825639073,TRUE,26903.3716513076,1671.06235590065,412161.010053821,2023-07-13 12:41:10,2023-07-13 12:42:29
"CRC-WE-26",2023-07-13 13:10:49.5,NA,NA,NA,NA,NA,1693.23606434996,2107.88428396599,45.0799363376394,12950338.4780405,2462.33033318511,8.1383566323902e-59,0.965553584211782,9310.94410703726,1668.52496908246,0.975940828860516,7883.19983417491,1693.54672339582,TRUE,2132.09611930316,43.376228548846,10855.5268381547,2023-07-13 13:10:10,2023-07-13 13:11:29
"CRC-WE-27",2023-07-13 13:22:49.5,NA,NA,NA,NA,NA,1671.13506834146,1335.98202643797,39.2639208195289,12920511.3878922,2144.65128143894,1.4952769078492e-48,0.936880315889959,8109.68696662791,1672.28297652045,0.939090964848155,8070.54842337612,1671.72235950707,TRUE,1318.71128103058,33.1991671268816,6575.45112722668,2023-07-13 13:22:10,2023-07-13 13:23:29
"CRC-WE-28",2023-07-13 12:48:49.5,NA,NA,NA,NA,NA,2311.23224761986,34115.0374151436,2145.03987814459,15458814.0918096,117165.133470632,3.40857694146529e-26,0.764309159947386,443042.915215796,2260.43443117839,0.881187307442593,318673.806629022,2311.61161195077,TRUE,35157.3222024203,2181.12825569949,433825.143333893,2023-07-13 12:48:10,2023-07-13 12:49:29
"CRC-WE-29",2023-07-13 13:03:49.5,1722.08048138126,1900.87078529034,7.75464457998877e-32,0.830916601853255,11150.3189227935,1733.13945845061,1040.88051577118,57.8488451202427,13003885.5256816,3159.78631851723,1.72744242860563e-29,0.805850343538554,11948.2724983688,1719.71681276847,0.843845450976454,10855.6199628148,1734.10805922868,TRUE,1080.66466095298,32.4576145198555,6613.45691491563,2023-07-13 13:03:10,2023-07-13 13:04:29
"CRC-WE-30",2023-07-13 13:28:19.5,1794.97530662736,2730.66108187791,3.85750601866255e-43,0.913147087812265,17585.2548489489,1779.05575732931,2459.0024778557,77.0774189837113,13009459.7680031,4210.07841150709,1.63022333838166e-46,0.928819304066039,15919.7993248455,1714.68276061063,0.969717826739092,10519.3886112923,1779.346689237,TRUE,2468.02280751628,78.4672553834239,14003.9414032129,2023-07-13 13:27:40,2023-07-13 13:28:59
"CRC-WE-37",2023-08-03 10:02:49.5,NA,NA,NA,NA,NA,2831.92703104666,1297.22808010219,5.70470198036936,13605265.2193934,311.598947763292,1.04722591772771e-200,0.996953751420574,1666.31991469517,2694.69024987577,0.998739912733989,1078.55493568099,2832.02576321255,TRUE,1298.66749032418,6.25723747491386,1935.71355001109,2023-08-03 10:02:10,2023-08-03 10:03:29
