"Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max"
"CRC-WE-38",2023-08-03 11:03:49.5,NA,NA,NA,NA,NA,3522.33745274943,1132.09467190012,49.3443519970363,13256645.9563448,2695.25879059899,3.66496332394192e-52,0.769130514072834,14413.2816566635,3162.71271259806,0.97621160328244,4656.16579494113,3522.33745274944,TRUE,1132.09467190012,49.3443519970363,19832.3903777147,2023-08-03 11:03:10,2023-08-03 11:04:29
"CRC-WE-39",2023-08-03 10:52:49.5,NA,NA,NA,NA,NA,3336.54533912457,625.05846954708,27.611240556995,17903798.9553262,1508.1652877933,1.85920568653215e-51,0.764344830800314,8065.12946125553,3324.08452762564,0.787383618268125,7709.69972494171,3337.18133097598,TRUE,630.535191525115,26.5801881631938,8796.6673543445,2023-08-03 10:52:10,2023-08-03 10:53:29
"CRC-WE-40",2023-08-03 10:16:49.5,NA,NA,NA,NA,NA,3625.52227019048,1282.34197233662,68.1203412927407,4906319.74629385,3720.83006985055,3.2941299384414e-42,0.691627689602982,19897.6706728115,3566.52674086743,0.791990075046747,16446.4748105598,3626.36683203087,TRUE,1292.43837979325,68.699095428383,20289.4602994457,2023-08-03 10:16:10,2023-08-03 10:17:29
"CRC-WE-41",2023-08-03 11:17:49.5,NA,NA,NA,NA,NA,3101.93068433208,780.80871336379,13.2639809230781,4513742.45049076,724.497530809821,2.16820907038711e-109,0.956393409016181,3874.35410935011,3101.38170200311,0.957615735684163,3844.07464911758,3102.36859060173,TRUE,772.826984144441,14.2453337176579,3496.58425843732,2023-08-03 11:17:10,2023-08-03 11:18:29
"CRC-WE-42",2023-08-03 10:37:49.5,2689.33991783868,403.795210740586,4.53789660361294e-85,0.911431521239592,1067.19405142592,2778.71696836632,141.865495002655,4.83078653335112,4492744.65712316,263.864441269871,6.8927801413363e-66,0.845161507484017,1411.0528178096,2688.31125053544,0.914171866118243,1057.26750012545,2778.87110419056,TRUE,140.162472849795,4.8521295926312,1594.0182049886,2023-08-03 10:37:10,2023-08-03 10:38:29
"CRC-WE-59",2023-09-01 12:47:49.5,2854.18281760958,603.481425474518,4.19521482789929e-121,0.969003157348599,1786.33651676427,2770.25144002286,432.600764162583,4.70466477429494,4523145.01069457,256.975491146412,4.19106627279636e-139,0.981655785486382,1374.213172283,2611.75086896503,0.99335618949372,832.299070780126,2772.77501674385,TRUE,425.179044691164,3.97362350670087,1176.96106102492,2023-09-01 12:47:10,2023-09-01 12:48:29
"CRC-WE-60",2023-09-01 12:11:19.5,2747.72385146519,216.917364572022,1.71413907584744e-75,0.88293599979081,1280.79709520649,2487.8004594569,159.222781614527,1.94623202304446,4564986.52232626,106.305965249496,2.99395652573769e-131,0.976937692023928,568.486345084492,2452.94385151865,0.981910244276593,506.700402472672,2490.88569142546,TRUE,156.528013253186,1.51625416928054,442.513914575747,2023-09-01 12:10:40,2023-09-01 12:11:59
"CRC-WE-61",2023-09-01 12:22:19.5,2904.45934312888,584.715051219322,8.90692794285013e-115,0.962727535890883,2090.24446115071,2782.09878806583,461.855295477956,4.88210990648618,9060349.27734857,266.667797013884,5.09575162966665e-141,0.982651581365663,1426.04416337657,2640.16575584905,0.993031361239675,909.584914754228,2782.45506946213,TRUE,462.835289843933,5.33482081392304,1471.60416706315,2023-09-01 12:21:40,2023-09-01 12:22:59
"CRC-WE-62",2023-09-01 11:56:19.5,NA,NA,NA,NA,NA,2318.88564275096,109.667727800025,1.14801734331772,4589076.69634536,62.7063424912951,1.12193304946167e-141,0.982980715737214,335.331130034227,2221.1187818112,0.990990278251065,245.54164443471,2319.02460265511,TRUE,109.505146492964,1.16636979260508,377.592305197345,2023-09-01 11:55:40,2023-09-01 11:56:59
"CRC-WE-63",2023-09-01 12:28:19.5,2487.26657838481,219.523814706515,7.98245658122998e-118,0.965894854195447,567.538685521081,2563.85620595694,128.556612720946,2.46839814316351,4534490.08595017,134.827422487163,2.13879671697618e-101,0.944955967899059,721.008914664393,2363.80169002751,0.984624232609399,383.504230533073,2564.14103390029,TRUE,129.618016192781,2.5492778982929,865.183182175443,2023-09-01 12:27:40,2023-09-01 12:28:59
"CRC-WE-64",2023-09-01 12:39:39.5,2895.4251160205,429.664872351579,1.00364453379264e-95,0.935066066925967,2032.05798753274,2672.10857742664,340.394883528819,3.46204022628614,4549507.31778398,189.101568379406,1.27131234373423e-143,0.983918943367969,1011.24766804432,2609.80025634732,0.98937494420816,827.241086488097,2672.31036086381,TRUE,340.422810959127,3.60267361846542,1032.09785924394,2023-09-01 12:39:00,2023-09-01 12:40:19
"CRC-WE-7",2023-05-30 14:31:49.5,1963.55737978826,15829.0812794771,2.82551270995088e-32,0.835226927981779,50435.6726548267,1980.09119660681,4744.26817622011,270.773276751569,4549838.27033141,14790.0220569883,9.14899806997084e-29,0.797398313430207,55926.3177887001,1964.68070357825,0.841046651493047,50184.5511024662,1980.16719840894,TRUE,4765.01674993248,271.16061613047,66158.7300654768,2023-05-30 14:31:10,2023-05-30 14:32:29
"CRC-WE-77",2023-10-06 10:04:29.5,NA,NA,NA,NA,NA,1302.36254276735,76.1314175301052,3.91759430250048,8765552.1751852,213.984580898927,1.25673008809712e-31,0.828815789200264,809.151577132411,1299.24844567213,0.843381326596434,784.07987727501,1304.12711378225,TRUE,71.6875346735845,2.29874321744925,467.505464823541,2023-10-06 10:03:50,2023-10-06 10:05:09
"CRC-WE-78",2023-10-06 10:15:49.5,NA,NA,NA,NA,NA,1263.54559289746,-0.2918162422049,3.07366859537777,8730829.16217398,167.888156715029,0.924605411480087,0.00011554736723061,634.844651970437,1211.53977631508,0.503508175215116,453.199178260554,1264.2695842675,TRUE,1.83591801731479,3.35108693548828,550.24396327859,2023-10-06 10:15:10,2023-10-06 10:16:29
"CRC-WE-79",2023-10-06 10:41:29.5,NA,NA,NA,NA,NA,1316.41511328434,121.997608885479,4.27723311806691,8704844.28312697,233.628565263221,5.13021060698649e-43,0.912510547271434,883.432447570645,1294.6914079481,0.936567780323183,762.063140395119,1316.44737504463,TRUE,121.315441419003,4.43951729868652,958.013869213702,2023-10-06 10:40:50,2023-10-06 10:42:09
"CRC-WE-8",2023-05-30 14:42:39.5,NA,NA,NA,NA,NA,2096.76552686446,10240.5438232219,561.435231060628,4434115.29607665,30666.3920109645,7.30115958354515e-30,0.810078195395164,115960.502183815,2082.30829423299,0.84920866030541,104677.026743035,2097.70502998232,TRUE,10496.7297530168,506.067116595834,116125.010534622,2023-05-30 14:42:00,2023-05-30 14:43:19
"CRC-WE-80",2023-10-06 09:56:19.5,1676.91134080949,1314.37788954435,1.49794419941891e-20,0.671649264708685,8407.80946250102,1677.32976520244,513.528567009061,40.8139080658805,8760269.88425467,2229.31379258705,1.83916658930687e-20,0.669927391208659,8429.82594174332,1680.68001913575,0.672597326398785,8505.4144481807,1677.58194319939,TRUE,494.455197905125,41.8815979809345,9629.00439578345,2023-10-06 09:55:40,2023-10-06 09:56:59
"CRC-WE-81",2023-10-06 10:21:49.5,1535.87041994222,304.299639508798,9.89528825888217e-19,0.634658316179089,3482.1684461663,1553.65648950206,181.641538240459,18.8415574732454,8727697.64063104,1029.15270650207,6.21281080850495e-15,0.543696159161967,3891.59131035509,1526.23052863488,0.691927731200107,3239.41785401791,1555.30827709332,TRUE,192.255129823254,14.9719627719925,3162.87011220365,2023-10-06 10:21:10,2023-10-06 10:22:29
"CRC-WE-82",2023-10-06 10:31:49.5,NA,NA,NA,NA,NA,1482.21051082912,196.598509823973,12.0555793268744,8686668.95403251,658.492914416491,7.54428930619981e-27,0.773216504416376,2489.99520429134,1463.90161850337,0.828405412644614,2194.24483948753,1486.13408756564,TRUE,176.652114196878,8.83346253549281,1740.50763447227,2023-10-06 10:31:10,2023-10-06 10:32:29
"CRC-WE-9",2023-05-30 15:00:39.5,1857.13120838423,4499.43328862836,4.10421799989668e-35,0.860593780912806,25933.4889776422,1820.68392358996,2835.70077445453,99.9816228112053,4740850.70395669,5461.13864858209,7.66495257364878e-43,0.911606269016396,20650.5016944476,1799.76855034266,0.935261318315385,17903.6799344681,1820.97755586285,TRUE,2851.03627706748,105.639651001624,21704.9204226021,2023-05-30 15:00:00,2023-05-30 15:01:19
"OWC-WE-13",2023-06-22 15:54:49.5,2179.71152169594,29483.10311569,1.67071193373235e-33,0.84672619513137,194739.370378238,2130.69466466351,20367.0473270727,694.056610788769,8053634.48519762,37910.3606733781,6.734576024634e-44,0.916943991335041,143352.516333929,2096.81414957884,0.948271507346901,114610.71165766,2131.36954046017,TRUE,20067.3726048956,691.116788823774,130656.063278938,2023-06-22 15:54:10,2023-06-22 15:55:29
"OWC-WE-14",2023-06-22 16:05:49.5,2194.30379273677,41084.4771793977,6.45954184856388e-25,0.745919571600941,213335.02053457,2149.19421710176,16738.056327598,779.128300794824,8153057.97007785,42557.0975549103,1.70152885805833e-34,0.855427491778545,160923.476168587,2122.51204471662,0.901480547707358,134579.232455528,2149.19548873823,TRUE,16715.7907476689,839.007479817586,172118.692723965,2023-06-22 16:05:10,2023-06-22 16:06:29
"OWC-WE-15",2023-06-22 16:18:49.5,2117.15962191661,41586.1099284733,4.45420084016075e-43,0.912826576187421,131724.514289832,2128.46492200354,18094.0112200206,684.451397138695,8390765.08721857,37385.7102224512,1.11018519558326e-40,0.899594622883845,141368.626943267,2102.84555708415,0.930663344811023,119013.575541187,2129.3628973061,TRUE,18284.9053776988,707.738732429047,129700.43607324,2023-06-22 16:18:10,2023-06-22 16:19:29
"OWC-WE-16",2023-06-22 15:49:49.5,2156.48774356733,31584.8800685571,4.62346970301254e-23,0.716656051213061,168428.864093532,2181.1432344906,10605.0955694759,951.326275391216,9554357.59156816,51962.796200667,8.26431171605908e-18,0.614378945578214,196489.757913162,2157.74112289327,0.726218931207859,167726.529598755,2182.82892334583,TRUE,10848.3515404413,687.172746448714,122643.637307323,2023-06-22 15:49:10,2023-06-22 15:50:29
"OWC-WE-17",2023-06-22 16:01:49.5,2130.16325088706,39416.5014585991,1.04932413912807e-28,0.796687158873921,142877.184251764,2152.98560490124,11573.1043752386,797.811142101728,8538522.38211938,43577.5809583365,7.43569673684442e-24,0.729566748738418,164782.285769966,2115.35637334686,0.839280611970122,128693.057314254,2153.45832863008,TRUE,11364.4755210688,793.769481297292,164805.267433594,2023-06-22 16:01:10,2023-06-22 16:02:29
"OWC-WE-18",2023-06-22 16:13:49.5,NA,NA,NA,NA,NA,2200.47342966137,2218.26062815146,1073.49054555487,8537591.54518822,58635.5826438948,0.0421098572743447,0.0519023658262288,221721.929557136,2186.31200896502,0.244454709311391,200517.773968259,2201.8963674713,TRUE,1872.17436928646,877.790220193841,192177.461592748,2023-06-22 16:13:10,2023-06-22 16:14:29
