"Plot","TIMESTAMP","HM81_AIC","HM81_flux.estimate","HM81_p.value","HM81_r.squared","HM81_RMSE","lin_AIC","lin_flux.estimate","lin_flux.std.error","lin_int.estimate","lin_int.std.error","lin_p.value","lin_r.squared","lin_RMSE","poly_AIC","poly_r.squared","poly_RMSE","rob_AIC","rob_converged","rob_flux.estimate","rob_flux.std.error","rob_RMSE","TIMESTAMP_min","TIMESTAMP_max"
"CRC-TR-19",2023-07-13 11:30:49.5,NA,NA,NA,NA,NA,1707.49623299384,-365.789883123905,49.2822182295055,8532558.50106822,2691.8649557151,1.22605056470252e-10,0.413936071543557,10178.8959054632,1566.71306862277,0.904068027362714,4172.05831145341,1707.49623299384,TRUE,-365.789883123905,49.2822182295055,13049.8627272481,2023-07-13 11:30:10,2023-07-13 11:31:29
"CRC-TR-20",2023-07-13 11:46:49.5,1210.17299022466,-59.5232293978517,4.33887112129447e-27,0.776399098668824,454.774439964627,1228.49306368319,-34.8672246629754,2.46895139187232,8577400.54005636,134.857641719668,3.40603495242313e-23,0.718856928641397,509.944562488679,1211.58344109943,0.783521029623405,453.322875415965,1228.97874429744,TRUE,-33.7820395641832,2.61221154197178,470.52735137657,2023-07-13 11:46:10,2023-07-13 11:47:29
"CRC-TR-21",2023-07-13 12:18:49.5,NA,NA,NA,NA,NA,1245.48980904906,-30.2475835856372,2.7456646624417,8520739.56107949,149.972114699722,1.46017967830905e-17,0.608753924554121,567.097744264487,1236.98233171143,0.665380774763313,531.31107970156,1245.63329860403,TRUE,-30.9186536844935,2.71551760969886,638.229535835796,2023-07-13 12:18:10,2023-07-13 12:19:29
"CRC-TR-22",2023-07-13 11:19:49.5,1515.50562624914,-409.835266458858,1.0679940613506e-16,0.588446135065399,3066.00452361901,1537.73779478585,-138.090953801981,17.0572117729689,8623003.60699935,931.689202787877,6.13893662583691e-12,0.456601999568299,3523.04724324569,1501.57037773596,0.671101463295374,2776.71256075358,1554.78411991903,TRUE,-77.0255333193086,6.54455496925368,1197.76767078092,2023-07-13 11:19:10,2023-07-13 11:20:29
"CRC-TR-23",2023-07-13 11:54:49.5,1298.13236370413,-53.4903884934873,7.36776810167622e-09,0.350344693279619,788.039049582899,1299.9313836231,-24.2177962679384,3.85851742311011,8527588.04435539,210.757717599403,1.80702505256298e-08,0.335569904571555,796.949662784039,1267.83998735658,0.576824401012473,644.328078447565,1300.44045086387,TRUE,-22.0665818857907,3.92249280158835,797.188486553258,2023-07-13 11:54:10,2023-07-13 11:55:29
"CRC-TR-24",2023-07-13 12:09:49.5,1258.92813759707,-49.1383435213766,3.43731401909328e-07,0.284839493109549,616.785448946814,1256.62213730186,-17.2279197805641,2.94350260036342,8493351.18635911,160.778304663055,1.08180319285952e-07,0.305159725025191,607.959780280777,1260.58231669104,0.305505501013956,615.754037059548,1256.83155219922,TRUE,-17.9922130783927,3.10234554384377,570.501649148837,2023-07-13 12:09:10,2023-07-13 12:10:29
"CRC-WE-25",2023-07-13 12:41:49.5,NA,NA,NA,NA,NA,2265.9133660578,27184.0560799571,1615.93725768298,18124572.2165237,88264.7947041245,1.13500525809784e-27,0.78393082327478,333760.486573773,2064.32075522115,0.983461500209628,93546.3986206259,2265.96825639073,TRUE,26903.3716513076,1671.06235590065,412161.010053821,2023-07-13 12:41:10,2023-07-13 12:42:29
"CRC-WE-26",2023-07-13 13:10:49.5,NA,NA,NA,NA,NA,1693.23606434996,2107.88428396599,45.0799363376394,12950338.4780405,2462.33033318511,8.1383566323902e-59,0.965553584211782,9310.94410703726,1668.52496908246,0.975940828860516,7883.19983417491,1693.54672339582,TRUE,2132.09611930316,43.376228548846,10855.5268381547,2023-07-13 13:10:10,2023-07-13 13:11:29
"CRC-WE-27",2023-07-13 13:22:49.5,NA,NA,NA,NA,NA,1671.13506834146,1335.98202643797,39.2639208195289,12920511.3878922,2144.65128143894,1.4952769078492e-48,0.936880315889959,8109.68696662791,1672.28297652045,0.939090964848155,8070.54842337612,1671.72235950707,TRUE,1318.71128103058,33.1991671268816,6575.45112722668,2023-07-13 13:22:10,2023-07-13 13:23:29
"CRC-WE-28",2023-07-13 12:48:49.5,NA,NA,NA,NA,NA,2311.23224761986,34115.0374151436,2145.03987814459,15458814.0918096,117165.133470632,3.40857694146529e-26,0.764309159947386,443042.915215796,2260.43443117839,0.881187307442593,318673.806629022,2311.61161195077,TRUE,35157.3222024203,2181.12825569949,433825.143333893,2023-07-13 12:48:10,2023-07-13 12:49:29
