Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
71	43_MSM_202605_WC_LYSB_20CM	Unknown	4.317	1046.1746	8.73	9.2942	62.04	BM 
72	44_MSM_202605_WC_LYSC_10CM	Unknown	4.31	1156.7334	9.26	10.2764	67.6	BM 
73	45_MSM_202605_WC_LYSC_20CM	Unknown	4.323	960.0204	8.18	8.5288	57.26	BM 
74	46_MSM_202605_SW_A	Unknown	4.313	1143.6903	9.09	10.1605	66.98	BM 
75	47_MSM_202605_SW_B	Unknown	4.31	1134.1624	9.04	10.0759	66.56	BM 
76	48_MSM_202605_SW_C	Unknown	4.327	1150.976	9.03	10.2253	67.51	BM 
77	49_SWH_202605_UP_LYSA_10CM	Unknown	4.407	8.3485	1.4	0.1483	0.35	 M 
78	50_SWH_202605_UP_LYSA_20CM	Unknown	4.407	7.985	1.36	0.1419	0.35	 M 
79	50_SWH_202605_UP_LYSA_20CM_dup	Unknown	4.407	9.2121	1.58	0.1637	0.34	 MB
80	51_SWH_202605_UP_LYSA_45CM	Unknown	4.4	6.1658	1.09	0.1096	0.22	 M 
81	51_SWH_202605_UP_LYSA_45CM_spk	Spiked	4.38	82.2343	12.95	1.4611	9.78	 MB
82	Standard 5	Check Standard	4.273	20.0858	7.07	17.8442	107.82	BMB
83	Lab Blank	Unknown	4.423	0.0333	35.75	0.0296	0.03	 MB
84	52_SWH_202605_UP_LYSB_10CM	Unknown	4.407	16.1016	2.64	0.2861	1.09	 M 
85	53_SWH_202605_UP_LYSB_20CM	Unknown	4.407	10.5757	1.8	0.1879	0.62	 M 
86	54_SWH_202605_UP_LYSB_45CM	Unknown	4.38	2.4639	0.45	0.0438	0.11	 MB
87	55_SWH_202605_UP_LYSC_10CM	Unknown	4.407	9.3581	1.87	0.1663	1.02	bMb*^
88	56_SWH_202605_UP_LYSC_20CM	Unknown	4.407	6.1972	1.3	0.1101	0.67	bMB*^
89	57_SWH_202605_UP_LYSC_45CM	Unknown	4.403	3.3568	0.7	0.0596	0.37	bMb*^
90	58_SWH_202605_SWAMP_LYSA_10CM	Unknown	4.377	4.7815	0.88	0.085	0.13	 M 
91	59_SWH_202605_SWAMP_LYSA_20CM	Unknown	4.41	3.9866	0.73	0.0708	0.11	 M 
92	60_SWH_202605_SWAMP_LYSA_45CM	Unknown	4.41	4.038	0.72	0.0717	0.11	 M 
93	60_SWH_202605_SWAMP_LYSA_45CM_dup	Unknown	4.407	2.2838	0.41	0.0406	0.09	 MB
94	61_SWH_202605_SWAMP_LYSB_10CM	Unknown	4.4	8.1163	1.3	0.1442	0.37	 M 
95	61_SWH_202605_SWAMP_LYSB_10CM_spk	Spiked	4.38	86.0759	12.37	1.5294	10.39	 MB
96	Standard 1	Check Standard	4.403	0.3692	5.2	0.328	2.04	BMB
97	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
98	62_SWH_202605_SWAMP_LYSB_20CM	Unknown	4.373	5.1327	0.91	0.0912	0.13	 M 
99	63_SWH_202605_SWAMP_LYSB_45CM	Unknown	4.403	4.2536	0.76	0.0756	0.12	 M 
100	64_SWH_202605_SWAMP_LYSC_10CM	Unknown	4.4	16.1158	2.75	0.2863	1.13	 M 
101	65_SWH_202605_SWAMP_LYSC_20CM	Unknown	4.38	4.8703	0.86	0.0865	0.15	 M 
102	66_SWH_202605_SWAMP_LYSC_45CM	Unknown	4.287	4.0821	0.75	0.0725	0.11	 M 
103	67_SWH_202605_TR_LYSA_10CM	Unknown	4.357	192.0704	10.46	3.4127	24.56	BM 
104	68_SWH_202605_TR_LYSA_20CM	Unknown	4.39	36.2247	2.56	0.6436	4.29	BM 
105	69_SWH_202605_TR_LYSA_45CM	Unknown	4.4	14.0971	1.04	0.2505	1.59	BMB
106	70_SWH_202605_TR_LYSB_10CM	Unknown	4.363	142.1523	7.29	2.5258	18.19	BM 
107	70_SWH_202605_TR_LYSB_10CM_dup	Unknown	4.363	142.7108	7.29	2.5357	18.26	BM 
108	71_SWH_202605_TR_LYSB_20CM	Unknown	4.39	50.2955	3.04	0.8936	6.06	BM 
109	71_SWH_202605_TR_LYSB_20CM_spk	Spiked	4.363	134.5386	7.73	2.3905	17.23	BM 
110	Standard 2	Check Standard	4.39	0.8605	6.02	0.7645	5.21	BMB
111	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
112	72_SWH_202605_TR_LYSB_45CM	Unknown	4.393	2.7109	0.19	0.0482	0.3	BMB
113	73_SWH_202605_TR_LYSC_10CM	Unknown	4.35	214.1972	9.3	3.8058	27.4	BM 
114	74_SWH_202605_TR_LYSC_20CM	Unknown	4.367	107.3421	7.24	1.9073	13.64	BM 
115	75_SWH_202605_TR_LYSC_45CM	Unknown	4.393	17.398	1.28	0.3091	1.98	BM 
116	76_SWH_202605_WC_LYSA_10CM	Unknown	4.383	111.5185	4.91	1.9815	14.19	BM 
117	77_SWH_202605_WC_LYSA_20CM	Unknown	4.383	55.019	2.71	0.9776	6.75	BM 
118	78_SWH_202605_WC_LYSA_45CM	Unknown	4.393	26.2332	1.5	0.4661	3.06	BM 
119	79_SWH_202605_WC_LYSB_10CM	Unknown	4.367	115.3657	5.05	2.0498	14.7	BM 
120	80_SWH_202605_WC_LYSB_20CM	Unknown	4.383	47.5857	2.48	0.8455	5.78	BM 
121	80_SWH_202605_WC_LYSB_20CM_dup	Unknown	4.383	47.2977	2.47	0.8404	5.76	BM 
122	81_SWH_202605_WC_LYSB_45CM	Unknown	4.39	21.2203	1.22	0.377	2.45	BM 
123	81_SWH_202605_WC_LYSB_45CM_spk	Spiked	4.37	103.8571	5.76	1.8453	13.2	BM 
124	Standard 3	Check Standard	4.37	1.8414	6.51	1.6359	11.73	BMB
125	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
126	82_SWH_202605_WC_LYSC_10CM	Unknown	4.36	142.0487	6.06	2.5239	18.14	BM 
127	83_SWH_202605_WC_LYSC_20CM	Unknown	4.367	115.9756	5.7	2.0607	14.79	BM 
128	84_SWH_202605_WC_LYSC_45CM	Unknown	4.397	11.9359	0.7	0.2121	1.35	BMB
129	85_SWH_202605_SW_A	Unknown	4.363	131.6562	7.3	2.3393	16.87	BM 
130	86_SWH_202605_SW_B	Unknown	4.363	131.2015	7.22	2.3312	16.81	BM 
131	87_SWH_202605_SW_C	Unknown	4.363	130.8464	7.22	2.3249	16.76	BM 
132	88_GWI_202605_UP_LYSA_10CM	Unknown	4.32	884.0663	8.61	7.854	54.16	BM 
133	89_GWI_202605_UP_LYSA_20CM	Unknown	4.337	607.2693	7.77	5.395	38.28	BM 
134	90_GWI_202605_UP_LYSA_45CM	Unknown	4.323	840.3118	8.62	7.4653	51.33	BM 
135	90_GWI_202605_UP_LYSA_45CM_dup	Unknown	4.323	830.9782	8.54	7.3824	51.12	BM 
136	91_GWI_202605_UP_LYSB_10CM	Unknown	4.343	492.7589	7.92	4.3777	31.31	BM 
137	91_GWI_202605_UP_LYSB_10CM_spk	Spiked	4.333	660.558	10.43	5.8684	41.4	BM 
138	Standard 4	Check Standard	4.313	9.9499	6.92	8.8395	60.28	BMB
139	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
140	92_GWI_202605_UP_LYSB_20CM	Unknown	4.34	542.7452	8.14	4.8217	34.34	BM 
141	93_GWI_202605_UP_LYSB_45CM	Unknown	4.353	532.0888	7.52	4.7271	33.74	BM 
142	94_GWI_202605_UP_LYSC_45CM	Unknown	4.337	569.2475	7.67	5.0572	35.99	BM 
143	95_GWI_202605_TR_LYSA_10CM	Unknown	4.307	1131.1568	9.38	10.0492	67.36	BM 
144	96_GWI_202605_TR_LYSA_20CM	Unknown	4.317	930.3347	6.58	8.2651	56.53	BM 
145	97_GWI_202605_TR_LYSB_10CM	Unknown	4.3	1275.1403	11.76	11.3283	74.66	BM 
146	98_GWI_202605_TR_LYSB_20CM	Unknown	4.313	1018.853	8.91	9.0515	61.46	BM 
147	99_GWI_202605_TR_LYSB_45CM	Unknown	4.303	1197.6781	8.7	10.6402	70.73	BM 
148	100_GWI_202605_TR_LYSC_10CM	Unknown	4.327	1104.9153	12.17	9.816	65.8	BM 
149	100_GWI_202605_TR_LYSC_10CM_dup	Unknown	4.31	1098.9858	12.18	9.7634	65.58	BM 
150	101_GWI_202605_TR_LYSC_20CM	Unknown	4.273	1996.0548	12.78	17.7329	108.81	BM 
151	101_GWI_202605_TR_LYSC_20CM_spk	Spiked	4.303	1194.3548	11.06	10.6106	70.62	BM 
152	Standard 5	Check Standard	4.27	20.1039	7.06	17.8603	108.79	BMB
153	Lab Blank	Unknown	4.39	0.0017	5.43	0.0015	0.01	Rd
154	102_GWI_202605_TR_LYSC_45CM	Unknown	4.307	1191.0013	8.31	10.5808	70.31	BM 
155	103_GWI_202605_WC_LYSA_10CM	Unknown	4.297	2721.0768	13.97	12.087	78.74	BM 
156	104_GWI_202605_WC_LYSA_20CM	Unknown	4.333	1206.1194	7.46	5.3576	37.79	BM 
157	105_GWI_202605_WC_LYSA_45CM	Unknown	4.33	1435.1244	8.05	6.3748	44.52	BM 
158	106_GWI_202605_WC_LYSB_10CM	Unknown	4.31	2230.1903	11.8	9.9065	66.36	BM 
159	107_GWI_202605_WC_LYSB_20CM	Unknown	4.327	1509.5258	8.35	6.7053	46.71	BM 
160	108_GWI_202605_WC_LYSB_45CM	Unknown	4.327	1531.7491	7.9	6.804	47.27	BM 
161	109_GWI_202605_WC_LYSC_10CM	Unknown	4.313	1988.4425	10.25	8.8326	60	BM 
162	110_GWI_202605_WC_LYSC_20CM	Unknown	4.327	1454.6414	8.14	6.4615	45.2	BM 
163	110_GWI_202605_WC_LYSC_20CM_dup	Unknown	4.33	1458.7571	8.15	6.4798	45.3	BM 
164	111_GWI_202605_WC_LYSC_45CM	Unknown	4.327	1642.1513	8.38	7.2944	50.28	BM 
165	111_GWI_202605_WC_LYSC_45CM_spk	Spiked	4.313	1945.136	10.17	8.6403	58.93	BM 
166	Standard 1	Check Standard	4.393	0.3818	5.35	0.3392	2.13	BMB
167	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
168	112_GWI_202605_SW_A	Unknown	4.317	1815.5855	9.01	8.0648	55.33	BM 
169	113_GWI_202605_SW_B	Unknown	4.317	1894.2183	9.01	8.4141	57.61	BM 
170	114_GWI_202605_SW_C	Unknown	4.32	1785.2524	8.97	7.9301	54.68	BM 
171	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
172	Standard 1	Check Standard	4.393	0.3763	5.29	0.3343	2.15	BMB
173	Standard 2	Check Standard	4.383	0.8683	6.07	0.7714	5.35	BMB
174	Standard 3	Check Standard	4.37	1.8595	6.56	1.652	11.87	BMB
175	Standard 4	Check Standard	4.313	9.9611	6.94	8.8494	60.43	BMB
176	Standard 5	Check Standard	4.27	20.0937	7.07	17.8512	108.92	BMB
177	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
178	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
Maximum			4.423	2721.0768	35.75	17.8603	108.92	
Average			4.352	460.0676	7.01	4.7622	32.1	
Minimum			4.27	0.0017	0.19	0.0015	0.01	
Standard Deviation			0.039	575.2923	4.96	4.5527	29.51	
Relative Standard Deviation			0.89%	125.05%	70.72%	95.60%	91.92%	
