"","IDs","H2S_mean","H2S_sd","H2S_cv","abs_mean","Conc_mean","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag","Top_STD"
"1","91",118.102257106467,5.60256029388589,4.74382152479549,1.52333333333333,118.102257106467,"MC 20 out of range",1,"Within range","adl",100
"2","94",113.987762079732,7.1277645350077,6.25309630170825,1.473,113.987762079732,"MC 20 out of range",1,"Within range","adl",100
"3","98",107.502663958123,2.96693949455793,2.75987532338147,1.39366666666667,107.502663958123,"MC 20 out of range",1,"Within range","adl",100
