"","IDs","H2S_mean","H2S_sd","H2S_cv","abs_mean","Conc_mean","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag"
"1","13",4284.82742956211,252.244644769047,5.88692657792347,1.057,4284.82742956211,"",50,"Within range","Within_Range"
"2","5",0,0,0,0.0675,-2.548990356971,"",1,"Within range","bdl"
"3","14",4275.9092346204,50.4489289538104,1.17984096915212,1.055,4275.9092346204,"",50,"Within range","Within_Range"
"4","7",4429.74809736489,186.030425517172,4.19957120423699,1.0895,4429.74809736489,"",50,"Within range","Within_Range"
"5","1",0,0,0,0.0733333333333333,-2.02876231870462,"",1,"Within range","bdl"
"6","10",0,0,0,0.0673333333333333,-2.56385401520718,"",1,"Within range","bdl"
"7","11",3045.19833266452,160.217550158108,5.2613174136976,0.779,3045.19833266452,"",50,"Within range","Within_Range"
"8","12",5197.45604526369,523.451956112715,10.0713108789005,1.26166666666667,5197.45604526369,"",50,"High CV","adl"
"9","13 Dup",4767.89632223803,425.705655201275,8.92858456707067,1.16533333333333,4767.89632223803,"",50,"Within range","Within_Range"
"10","14 Spike",4837.75551594808,73.6763816938704,1.52294553643709,1.181,4837.75551594808,"",50,"Within range","Within_Range"
"11","15",4912.073807129,309.909947532694,6.30914680237326,1.19766666666667,4912.073807129,"",50,"Within range","adl"
"12","16",0,0,0,0.0626666666666667,-2.98003644582028,"",1,"Within range","bdl"
"13","17",0,0,0,0.062,-3.03949107876501,"",1,"Within range","bdl"
"14","18",0,0,0,0.063,-2.95030912934791,"",1,"Within range","bdl"
"15","19",220.83692927461,2.9877062262362,1.35290154416203,2.57233333333333,220.83692927461,"",1,"Within range","adl"
"16","2",0,0,0,0.0793333333333333,-1.49367062220207,"",1,"Within range","bdl"
"17","20",236.503225055546,2.42437155882808,1.02509027445976,2.748,236.503225055546,"",1,"Within range","adl"
"18","21",0,0,0,0.0923333333333333,-0.334305279779861,"",1,"Within range","bdl"
"19","22",0,0,0,0.067,-2.59358133167954,"",1,"Within range","bdl"
"20","3",0,0,0,0.075,-1.8801257363428,"",1,"Within range","bdl"
"21","4",0,0,0,0.0753333333333333,-1.85039841987044,"",1,"Within range","bdl"
"22","6",5099.35590090489,319.762166710114,6.27063834970552,1.23966666666667,5099.35590090489,"",50,"Within range","adl"
"23","8",0,0,0,0.065,-2.77194523051373,"",1,"Within range","bdl"
"24","9",0,0,0,0.061,-3.1286730281821,"",1,"Within range","bdl"
