"","IDs","H2S_mean","H2S_sd","H2S_cv","abs_mean","Conc_mean","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag"
"1","11",32.6055264848169,4.81532724155588,14.7684388528374,0.4075,32.6055264848169,"",1,"High CV","Within_Range"
"2","13 Dup",21.1569971123,1.60510908051863,7.58665831449901,0.2915,21.1569971123,"",1,"Within range","Within_Range"
"3","16",32.8029149222741,1.74468378317242,5.31868520619713,0.4095,32.8029149222741,"",1,"Within range","Within_Range"
"4","18",67.8887096802891,4.46639048492141,6.57898862116419,0.765,67.8887096802891,"",1,"Within range","Within_Range"
"5","8",0.431211179295383,0.0697873513268969,16.1840310914323,0.0815,0.431211179295383,"",1,"High CV","Within_Range"
"6","19",0.974029382302647,0,0,0.087,0.974029382302647,"",1,"Within range","Within_Range"
"7","3",7.48784781838982,0.558298810615175,7.45606513588615,0.153,7.48784781838982,"",1,"Within range","Within_Range"
"8","9",12.669294301641,1.04681026990345,8.26257757519978,0.2055,12.669294301641,"",1,"Within range","Within_Range"
"9","13",13.7055835982912,0.279149405307587,2.03675679554712,0.216,13.7055835982912,"",1,"Within range","Within_Range"
"10","17",56.1934447609507,4.25702843094071,7.57566732036146,0.6465,56.1934447609507,"",1,"Within range","Within_Range"
"11","1",0,0,0,0.069,-0.802466554812036,"",1,"Within range","bdl"
"12","10",34.0365926563815,3.35995477221176,9.87159556813572,0.422,34.0365926563815,"",1,"Within range","Within_Range"
"13","12",6.40221141237529,1.84376016196418,28.7988015890922,0.142,6.40221141237529,"",1,"High CV","Within_Range"
"14","14",11.2711262029859,0.740754738755374,6.57214483641515,0.191333333333333,11.2711262029859,"",1,"Within range","Within_Range"
"15","14 Spike",7.81682854748513,0.496750007412853,6.35487914817666,0.156333333333333,7.81682854748513,"",1,"Within range","Within_Range"
"16","15",6.10612875618951,0.0986942187285935,1.61631407835204,0.139,6.10612875618951,"",1,"Within range","Within_Range"
"17","2",0,0,0,0.0746666666666667,-0.243199315350007,"",1,"Within range","bdl"
"18","20",9.82361099496654,1.3142769833839,13.3787563866008,0.176666666666667,9.82361099496654,"",1,"High CV","Within_Range"
"19","21",145.69265211133,5.75255518519324,3.94841819530985,1.55333333333333,145.69265211133,"",1,"Within range","adl"
"20","22",1.79648120504093,0.671797659183229,37.3951955243486,0.0953333333333333,1.79648120504093,"",1,"High CV","Within_Range"
"21","4",0,0,0,0.0743333333333333,-0.276097388259538,"",1,"Within range","bdl"
"22","5",0,0,0,0.076,-0.111607023711882,"",1,"Within range","bdl"
"23","6",11.896189588267,0.740754738755372,6.22682358295605,0.197666666666667,11.896189588267,"",1,"Within range","Within_Range"
"24","7",0,0,0,0.0683333333333333,-0.868262700631098,"",1,"Within range","bdl"
