"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","MSM","UP",NA,NA,"202309_MSM_UP_LysB_10cm",NA,NA,NA,NA,NA,29.64,2467.73790691866,"",0.7865,56.1516988298457,"","9/17/2023 4:37:28 AM","NA",NA
"2","COMPASS: Synoptic","CB","MSM","UP","C",10,"202309_MSM_UP_LysC_10cm",2023,9,14,NA,NA,35.86,2985.5965365082,"",1.023,73.036475401058,"","9/17/2023 4:58:23 AM","NA",""
"3","COMPASS: Synoptic","CB","MSM","UP","C",20,"202309_MSM_UP_LysC_20cm",2023,9,14,NA,NA,31.23,2600.11655982017,"",1.108,79.1049997501196,"","9/17/2023 5:24:29 AM","NA",""
"4","COMPASS: Synoptic","CB","SWH","UP","A",10,"202309_SWH_UP_LysA_10cm",2023,9,20,NA,NA,7.312,608.775289318125,"",0.6978,49.8190151855897,"","9/28/2023 7:18:30 PM","NA",""
"5","COMPASS: Synoptic","CB","SWH","UP","A",20,"202309_SWH_UP_LysA_20cm",2023,9,20,NA,NA,6.589,548.580467904421,"",1.166,83.2458751883027,"","9/28/2023 7:39:26 PM","NA",""
"6","COMPASS: Synoptic","CB","SWH","UP","A",45,"202309_SWH_UP_LysA_45cm",2023,9,20,NA,NA,7.926,659.895096161852,"",2.103,150.142431836193,"","9/28/2023 9:08:54 PM","NA",""
"7","COMPASS: Synoptic","CB","SWH","UP","B",10,"202309_SWH_UP_LysB_10cm",2023,9,20,NA,NA,4.686,390.14236949463,"",0.4079,29.1217774350846,"","9/28/2023 9:33:34 PM","NA",""
"8","COMPASS: Synoptic","CB","SWH","UP","B",20,"202309_SWH_UP_LysB_20cm",2023,9,20,NA,NA,16.01,1332.94480059945,"",2.044,145.930161993903,"","9/28/2023 9:55:33 PM","NA",""
"9","COMPASS: Synoptic","CB","SWH","UP","B",45,"202309_SWH_UP_LysB_45cm",2023,9,20,NA,NA,6.328,526.850387145117,"",0.9668,69.0241098902668,"","9/28/2023 10:12:33 PM","NA",""
"10","COMPASS: Synoptic","CB","SWH","UP","C",10,"202309_SWH_UP_LysC_10cm",2023,9,20,NA,NA,8.005,666.472400299725,"",0.4129,29.4787494556177,"","9/28/2023 10:37:30 PM","NA",""
"11","COMPASS: Synoptic","CB","SWH","UP","C",20,"202309_SWH_UP_LysC_20cm",2023,9,20,NA,NA,6.299,524.435933727417,"",1.536,109.661804707747,"","9/28/2023 11:01:57 PM","NA",""
"12","COMPASS: Synoptic","CB","SWH","UP","C",45,"202309_SWH_UP_LysC_45cm",2023,9,20,NA,NA,6.584,548.164182832404,"",2.489,177.700671821343,"","9/28/2023 11:18:48 PM","NA",""
"13","COMPASS: Synoptic","CB","GWI","UP","C",20,"202309_GWI_UP_LysC_20cm",2023,9,21,NA,NA,110.5,9199.90009158272,"value above cal curve",3.103,221.536835942799,"value above cal curve","9/29/2023 8:31:57 AM","NA",""
"14","COMPASS: Synoptic","CB","GWI","UP","B",10,"202309_GWI_UP_LysB_10cm",2023,9,21,NA,NA,39.03,3249.52127216718,"",1.009,72.0369537435656,"","9/29/2023 8:58:16 AM","NA",""
"15","COMPASS: Synoptic","CB","GWI","UP","C",10,"202309_GWI_UP_LysC_10cm",2023,9,21,NA,NA,80.49,6701.35708933478,"",2.339,166.991511205352,"","9/29/2023 9:26:02 AM","NA",""
"16","COMPASS: Synoptic","CB","GWI","UP","A",45,"202309_GWI_UP_LysA_45cm",2023,9,21,NA,NA,22.45,1869.11997335776,"",0.7779,55.5377069545289,"","9/29/2023 9:52:15 AM","NA",""
"17","COMPASS: Synoptic","CB","GWI","UP","B",20,"202309_GWI_UP_LysB_20cm",2023,9,21,NA,NA,58,4828.90683540088,"",1.705,121.727459001763,"","9/29/2023 10:18:46 AM","NA",""
"18","COMPASS: Synoptic","CB","GWI","UP","A",20,"202309_GWI_UP_LysA_20cm",2023,9,21,NA,NA,26.99,2247.10681874948,"",0.8517,60.8066139775964,"","9/29/2023 11:50:22 AM","NA",""
"19","COMPASS: Synoptic","CB","GCW","TR","A",20,"202309_GCW_TR_LysA_20cm",2023,9,12,NA,NA,35.85,2984.76396636417,"",1.415,101.023081810848,"","9/16/2023 7:07:41 PM","NA",""
"20","COMPASS: Synoptic","CB","GCW","TR","A",45,"202309_GCW_TR_LysA_45cm",2023,9,12,NA,NA,13.9,1157.27250020814,"",0.5274,37.6534087258241,"","9/16/2023 7:32:14 PM","NA",""
"21","COMPASS: Synoptic","CB","GCW","TR","B",10,"202309_GCW_TR_LysB_10cm",2023,9,12,NA,NA,4.851,403.879776871201,"",0.3928,28.0437219330749,"","9/16/2023 7:55:43 PM","NA",""
"22","COMPASS: Synoptic","CB","GCW","TR","B",20,"202309_GCW_TR_LysB_20cm",2023,9,12,NA,NA,3.604,300.058279910082,"",2.854,203.759629320254,"","9/16/2023 8:15:13 PM","NA",""
"23","COMPASS: Synoptic","CB","GCW","TR","B",45,"202309_GCW_TR_LysB_45cm",2023,9,12,NA,NA,21.13,1759.22071434518,"",0.7757,55.3806392654944,"","9/16/2023 8:40:45 PM","NA",""
"24","COMPASS: Synoptic","CB","GCW","TR","C",10,"202309_GCW_TR_LysC_10cm",2023,9,12,NA,NA,13.05,1086.5040379652,"",0.3364,24.0170775414623,"","9/16/2023 9:01:01 PM","NA",""
"25","COMPASS: Synoptic","CB","GCW","TR","C",20,"202309_GCW_TR_LysC_20cm",2023,9,12,NA,NA,34.72,2890.68354008825,"",1.181,84.3167912499018,"","9/16/2023 9:27:29 PM","NA",""
"26","COMPASS: Synoptic","CB","MSM","TR","A",10,"202309_MSM_TR_LysA_10cm",2023,9,14,NA,NA,24.01,1999.00091582716,"",2.018,144.073907487131,"","9/17/2023 6:08:23 AM","NA",""
"27","COMPASS: Synoptic","CB","MSM","TR","A",20,"202309_MSM_TR_LysA_20cm",2023,9,14,NA,NA,32.17,2678.37815335942,"",3.049,217.681538121042,"value above cal curve","9/17/2023 6:26:44 AM","NA",""
"28","COMPASS: Synoptic","CB","MSM","TR","B",10,"202309_MSM_TR_LysB_10cm",2023,9,14,NA,NA,57.27,4768.12921488635,"",3.725,265.944155297108,"value above cal curve","9/17/2023 6:45:20 AM","NA",""
"29","COMPASS: Synoptic","CB","MSM","TR","B",20,"202309_MSM_TR_LysB_20cm",2023,9,14,NA,NA,50.51,4205.31179751894,"",3.595,256.662882763249,"value above cal curve","9/17/2023 7:07:17 AM","NA",""
"30","COMPASS: Synoptic","CB","MSM","TR","B",45,"202309_MSM_TR_LysB_45cm",2023,9,14,NA,NA,34.06,2835.73391058197,"",2.658,189.766326115359,"","9/17/2023 7:25:12 AM","NA",""
"31","COMPASS: Synoptic","CB","MSM","TR","C",10,"202309_MSM_TR_LysC_10cm",2023,9,14,NA,NA,40.54,3375.23936391641,"",3.156,225.320739360449,"value above cal curve","9/17/2023 7:43:02 AM","NA",""
"32","COMPASS: Synoptic","CB","MSM","TR","C",20,"202309_MSM_TR_LysC_20cm",2023,9,14,NA,NA,29.14,2426.10939971693,"",3.758,268.300170632626,"value above cal curve","9/17/2023 8:55:39 AM","NA",""
"33","COMPASS: Synoptic","CB","MSM","TR","C",45,"202309_MSM_TR_LysC_45cm",2023,9,14,NA,NA,16.01,1332.94480059945,"",1.713,122.298614234616,"","9/17/2023 9:16:41 AM","NA",""
"34","COMPASS: Synoptic","CB","SWH","TR","A",10,"202309_SWH_TR_LysA_10cm",2023,9,20,NA,NA,32.8,2730.8300724336,"",2.457,175.416050889931,"","9/28/2023 11:37:35 PM","NA",""
"35","COMPASS: Synoptic","CB","SWH","TR","A",20,"202309_SWH_TR_LysA_20cm",2023,9,20,NA,NA,17.3,1440.34634917992,"",6.402,457.066975090492,"value above cal curve","9/28/2023 11:56:10 PM","NA",""
