"","ID_full","H2S_mean","H2S_sd","H2S_cv","IDs","Plate","H2S_QAQC_flag","Dilution","H2S_cv_flag","H2S_Conc_flag"
"1","Plate6_1_MSM_WC_LysA_20cm",168.964960377158,5.08191627416499,3.00767464616409,"MSM_WC_LysA_20cm","Plate6","Spk recovery out of range",1,"Within Range","adl"
"2","Plate6_1_MSM_WC_LysB_10cm",187.958624531068,4.72594206073826,2.51435233287584,"MSM_WC_LysB_10cm","Plate6","Spk recovery out of range",1,"Within Range","adl"
"3","Plate6_1_MSM_WC_LysB_20cm",200.039153570136,9.89817294616434,4.94811779069737,"MSM_WC_LysB_20cm","Plate6","Spk recovery out of range",1,"Within Range","adl"
"4","Plate6_1_MSM_WC_LysC_10cm",188.121560375526,5.41633846731725,2.87916943518075,"MSM_WC_LysC_10cm","Plate6","Spk recovery out of range",1,"Within Range","adl"
"5","Plate6_1_MSM_WC_LysC_20cm",181.511020400391,2.76423109926308,1.52289987305759,"MSM_WC_LysC_20cm","Plate6","Spk recovery out of range",1,"Within Range","adl"
"6","Plate7_1_MSM_RHZ_WC_Col4",145.944453210225,4.71457870952777,3.23039252662563,"MSM_RHZ_WC_Col4","Plate7","Spk recovery out of range",1,"Within Range","adl"
"7","Plate7_1_MSM_RHZ_WC_SipB",102.882837175012,2.45597929007879,2.38716131622708,"MSM_RHZ_WC_SipB","Plate7","Spk recovery out of range",1,"Within Range","adl"
"8","Plate7_1_MSM_RHZ_WC_SipC",103.022496470262,4.3681221499335,4.23996922962782,"MSM_RHZ_WC_SipC","Plate7","Spk recovery out of range",1,"Within Range","adl"
