"","IDs","H2S_mean","H2S_sd","H2S_cv","abs_mean","Conc_mean","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag","Top_STD"
"1","21",145.69265211133,5.75255518519324,3.94841819530985,1.55333333333333,145.69265211133,"",1,"Within range","adl",100
