"","IDs","H2S_mean","H2S_sd","H2S_cv","abs_mean","Conc_mean","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag","Top_STD"
"1","10",5214.25803300586,351.939958438592,6.74956928120624,1.04933333333333,5214.25803300586,"Std curve r2 low",50,"Within range","adl",100
