"","Plate","IDs","QAQC_flag","H2S_Conc_Final"
"48","Plate1","6","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.77831515570251
"49","Plate1","13 Dup","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",11.8396075478426
"50","Plate1","13 Dup","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",18.8231808174123
"51","Plate1","13 Dup","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",16.6228769105616
"52","Plate1","20","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",5.90835353807114
"53","Plate1","20","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.20432283217623
"54","Plate1","20","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6.0996843125799
"55","Plate1","7","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"56","Plate1","7","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"57","Plate1","7","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"58","Plate1","14","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.87398054295689
"59","Plate1","14","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.10865744492186
"60","Plate1","14","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",7.4389997341412
"61","Plate1","21","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",139.074572596167
"62","Plate1","21","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",132.569326262869
"63","Plate1","21","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",143.666511184377
"64","Plate1","8","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"65","Plate1","8","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"66","Plate1","8","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"67","Plate1","14 Spike","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4.28204195474669
"68","Plate1","14 Spike","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4.85603427827297
"69","Plate1","14 Spike","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",5.23869582729048
"70","Plate1","22","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"71","Plate1","22","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"72","Plate1","22","MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"73","Plate2","23","Std curve r2 low; Spk recovery out of range",3.51671885671166
"74","Plate2","23","Std curve r2 low; Spk recovery out of range",2.17740343515035
"75","Plate2","23","Std curve r2 low; Spk recovery out of range",5.43002660179924
"76","Plate2","31","Std curve r2 low; Spk recovery out of range",0.933753400843422
"77","Plate2","31","Std curve r2 low; Spk recovery out of range",0.551091851825905
"78","Plate2","31","Std curve r2 low; Spk recovery out of range",1.41208033711532
"79","Plate2","37","Std curve r2 low; Spk recovery out of range",0
"80","Plate2","37","Std curve r2 low; Spk recovery out of range",0
"81","Plate2","37","Std curve r2 low; Spk recovery out of range",0
"82","Plate2","24","Std curve r2 low; Spk recovery out of range",95.0684944591525
"83","Plate2","24","Std curve r2 low; Spk recovery out of range",95.0684944591525
"84","Plate2","24","Std curve r2 low; Spk recovery out of range",97.2687983660032
"85","Plate2","32","Std curve r2 low; Spk recovery out of range",0
"86","Plate2","32","Std curve r2 low; Spk recovery out of range",0
"87","Plate2","32","Std curve r2 low; Spk recovery out of range",0
"88","Plate2","38","Std curve r2 low; Spk recovery out of range",0
"89","Plate2","38","Std curve r2 low; Spk recovery out of range",0
"90","Plate2","38","Std curve r2 low; Spk recovery out of range",0
"91","Plate2","25","Std curve r2 low; Spk recovery out of range",0
"92","Plate2","25","Std curve r2 low; Spk recovery out of range",0
"93","Plate2","25","Std curve r2 low; Spk recovery out of range",0
"94","Plate2","33","Std curve r2 low; Spk recovery out of range",10.9786190625532
"95","Plate2","33","Std curve r2 low; Spk recovery out of range",9.16097670472003
"96","Plate2","33","Std curve r2 low; Spk recovery out of range",11.7439421605883
"97","Plate2","39","Std curve r2 low; Spk recovery out of range",0
"98","Plate2","39","Std curve r2 low; Spk recovery out of range",0
"99","Plate2","39","Std curve r2 low; Spk recovery out of range",0
"100","Plate2","26","Std curve r2 low; Spk recovery out of range",0
"101","Plate2","26","Std curve r2 low; Spk recovery out of range",1.41208033711532
"102","Plate2","26","Std curve r2 low; Spk recovery out of range",0
"103","Plate2","34","Std curve r2 low; Spk recovery out of range",8.68264976844813
"104","Plate2","34","Std curve r2 low; Spk recovery out of range",6.0996843125799
"105","Plate2","34","Std curve r2 low; Spk recovery out of range",6.48234586159741
"106","Plate2","40","Std curve r2 low; Spk recovery out of range",0
"107","Plate2","40","Std curve r2 low; Spk recovery out of range",0
"108","Plate2","40","Std curve r2 low; Spk recovery out of range",0
"109","Plate2","27","Std curve r2 low; Spk recovery out of range",108.365983287511
"110","Plate2","27","Std curve r2 low; Spk recovery out of range",107.122333253204
"111","Plate2","27","Std curve r2 low; Spk recovery out of range",111.809937228669
"112","Plate2","35","Std curve r2 low; Spk recovery out of range",4.18637656749231
"113","Plate2","35","Std curve r2 low; Spk recovery out of range",4.18637656749231
"114","Plate2","35","Std curve r2 low; Spk recovery out of range",4.28204195474669
"115","Plate2","41","Std curve r2 low; Spk recovery out of range",0
"116","Plate2","41","Std curve r2 low; Spk recovery out of range",0
"117","Plate2","41","Std curve r2 low; Spk recovery out of range",0
"118","Plate2","28","Std curve r2 low; Spk recovery out of range",4.85603427827297
"119","Plate2","28","Std curve r2 low; Spk recovery out of range",4.18637656749231
"120","Plate2","28","Std curve r2 low; Spk recovery out of range",5.04736505278172
"121","Plate2","35 Dup","Std curve r2 low; Spk recovery out of range",3.61238424396604
"122","Plate2","35 Dup","Std curve r2 low; Spk recovery out of range",5.04736505278172
"123","Plate2","35 Dup","Std curve r2 low; Spk recovery out of range",4.47337272925545
"124","Plate2","42","Std curve r2 low; Spk recovery out of range",0
"125","Plate2","42","Std curve r2 low; Spk recovery out of range",0
"126","Plate2","42","Std curve r2 low; Spk recovery out of range",0
"127","Plate2","29","Std curve r2 low; Spk recovery out of range",6.29101508708865
"128","Plate2","29","Std curve r2 low; Spk recovery out of range",4.85603427827297
"129","Plate2","29","Std curve r2 low; Spk recovery out of range",5.23869582729048
"130","Plate2","36","Std curve r2 low; Spk recovery out of range",0
"131","Plate2","36","Std curve r2 low; Spk recovery out of range",0
"132","Plate2","36","Std curve r2 low; Spk recovery out of range",0
"133","Plate2","43","Std curve r2 low; Spk recovery out of range",0
"134","Plate2","43","Std curve r2 low; Spk recovery out of range",0
"135","Plate2","43","Std curve r2 low; Spk recovery out of range",0
"136","Plate2","30","Std curve r2 low; Spk recovery out of range",5.90835353807114
"137","Plate2","30","Std curve r2 low; Spk recovery out of range",5.52569198905362
"138","Plate2","30","Std curve r2 low; Spk recovery out of range",4.85603427827297
"139","Plate2","36 Spike","Std curve r2 low; Spk recovery out of range",22.8411270820962
"140","Plate2","36 Spike","Std curve r2 low; Spk recovery out of range",8.29998821943061
"141","Plate2","36 Spike","Std curve r2 low; Spk recovery out of range",11.169949837062
"142","Plate2","44","Std curve r2 low; Spk recovery out of range",1.69907649887845
"143","Plate2","44","Std curve r2 low; Spk recovery out of range",1.31641494986094
"144","Plate2","44","Std curve r2 low; Spk recovery out of range",2.65573037142225
"145","Plate3","45","",0
"146","Plate3","45","",0
"147","Plate3","45","",0
"148","Plate3","53","",0
"149","Plate3","53","",1.0294187880978
"150","Plate3","53","",0
"151","Plate3","59","",0
"152","Plate3","59","",0
"153","Plate3","59","",0
"154","Plate3","46","",0
"155","Plate3","46","",0
"156","Plate3","46","",0
"157","Plate3","54","",0
"158","Plate3","54","",0
"159","Plate3","54","",0
"160","Plate3","60","",0
"161","Plate3","60","",0
"162","Plate3","60","",0
"163","Plate3","47","",0
"164","Plate3","47","",0
"165","Plate3","47","",0
"166","Plate3","55","",0
"167","Plate3","55","",0
"168","Plate3","55","",0
"169","Plate3","61","",0
"170","Plate3","61","",0
"171","Plate3","61","",0
"172","Plate3","48","",0.0727649155540087
"173","Plate3","48","",0
"174","Plate3","48","",0.0727649155540087
"175","Plate3","56","",0
"176","Plate3","56","",0
"177","Plate3","56","",0
"178","Plate3","62","",0
"179","Plate3","62","",0
"180","Plate3","62","",0
"181","Plate3","49","",26.572077185017
"182","Plate3","49","",33.0773235183148
"183","Plate3","49","",31.355346547736
"184","Plate3","57","",0
"185","Plate3","57","",0
"186","Plate3","57","",0
"187","Plate3","21","",270.140216635119
"188","Plate3","21","",282.098390041917
"189","Plate3","21","",265.3569472724
"190","Plate3","50","",0
"191","Plate3","50","",0
"192","Plate3","50","",0
"193","Plate3","57 Dup","",0
"194","Plate3","57 Dup","",0
"195","Plate3","57 Dup","",0
"196","Plate3","24","",210.349349601132
"197","Plate3","24","",192.651252959072
"198","Plate3","24","",190.259618277713
"199","Plate3","51","",0
"200","Plate3","51","",0
"201","Plate3","51","",0
"202","Plate3","58","",0
"203","Plate3","58","",0
"204","Plate3","58","",0
"205","Plate3","27","",258.182043228322
"206","Plate3","27","",250.528812247971
"207","Plate3","27","",225.655811561833
"208","Plate3","52","",0
"209","Plate3","52","",0
"210","Plate3","52","",0.838088013589042
"211","Plate3","58 Spike","",13.944246067439
"212","Plate3","58 Spike","",23.032457856605
"213","Plate3","58 Spike","",15.3792268762547
"214","Plate4","35","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",448.482296510563
"215","Plate4","35","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",596.763646754851
"216","Plate4","35","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",386.299794795217
"217","Plate4","11","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3064.93063791783
"218","Plate4","11","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3084.06371536871
"219","Plate4","11","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2945.34890384986
"220","Plate4","36","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",941.159040870616
"221","Plate4","36","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1452.96886268154
"222","Plate4","36","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1008.12481194868
"223","Plate4","12","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2519.63793056787
"224","Plate4","12","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3361.49333840641
"225","Plate4","12","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2801.85082296829
"226","Plate4","37","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",816.794037439923
"227","Plate4","37","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",816.794037439923
"228","Plate4","37","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1008.12481194868
"229","Plate4","15","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",424.565949696969
"230","Plate4","15","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",563.280761215818
"231","Plate4","15","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",745.044996999139
"232","Plate4","38","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1806.93079552275
"233","Plate4","38","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2266.12465434377
"234","Plate4","38","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1352.52020606445
"235","Plate4","16","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1620.38329037671
"236","Plate4","16","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1218.58866390832
"237","Plate4","16","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1328.60385925085
"238","Plate4","39","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",591.980377392132
"239","Plate4","39","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",491.531720775034
"240","Plate4","39","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",453.265565873282
"241","Plate4","13","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6403.85582811831
"242","Plate4","13","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6834.35007076301
"243","Plate4","13","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6666.93564306785
"244","Plate4","40","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2337.87369478455
"245","Plate4","40","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1869.11329723809
"246","Plate4","40","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1864.33002787537
"247","Plate4","13 Dup","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",7551.84047517086
"248","Plate4","13 Dup","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6045.11062591439
"249","Plate4","13 Dup","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",5160.20579381138
"250","Plate4","9","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3705.88873252217
"251","Plate4","9","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4638.62625825237
"252","Plate4","9","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4136.38297516688
"253","Plate4","14","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",788.094421263609
"254","Plate4","14","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",831.14384552808
"255","Plate4","14","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",773.744613175452
"256","Plate4","TMP 1","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"257","Plate4","TMP 1","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"258","Plate4","TMP 1","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"259","Plate4","10","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4394.6795207537
"260","Plate4","10","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4853.87337957472
"261","Plate4","10","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4284.66432541117
"262","Plate4","14 Spike","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2596.17024037138
"263","Plate4","14 Spike","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2634.43639527313
"264","Plate4","14 Spike","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",2318.74061733367
"265","Plate4","TMP 2","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"266","Plate4","TMP 2","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"267","Plate4","TMP 2","Std curve r2 low; MC 10 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0
"268","Plate5","1","Std curve r2 low; Spk recovery out of range",0
"269","Plate5","1","Std curve r2 low; Spk recovery out of range",0
"270","Plate5","1","Std curve r2 low; Spk recovery out of range",0
"271","Plate5","17","Std curve r2 low; Spk recovery out of range",0
"272","Plate5","17","Std curve r2 low; Spk recovery out of range",0
"273","Plate5","17","Std curve r2 low; Spk recovery out of range",0
"274","Plate5","23","Std curve r2 low; Spk recovery out of range",0
"275","Plate5","23","Std curve r2 low; Spk recovery out of range",0
"276","Plate5","23","Std curve r2 low; Spk recovery out of range",0
"277","Plate5","2","Std curve r2 low; Spk recovery out of range",0
"278","Plate5","2","Std curve r2 low; Spk recovery out of range",0
"279","Plate5","2","Std curve r2 low; Spk recovery out of range",0
"280","Plate5","18","Std curve r2 low; Spk recovery out of range",0
"281","Plate5","18","Std curve r2 low; Spk recovery out of range",0
"282","Plate5","18","Std curve r2 low; Spk recovery out of range",0
"283","Plate5","24","Std curve r2 low; Spk recovery out of range",0
"284","Plate5","24","Std curve r2 low; Spk recovery out of range",0
"285","Plate5","24","Std curve r2 low; Spk recovery out of range",0
"286","Plate5","3","Std curve r2 low; Spk recovery out of range",0
"287","Plate5","3","Std curve r2 low; Spk recovery out of range",0
"288","Plate5","3","Std curve r2 low; Spk recovery out of range",0
"289","Plate5","19","Std curve r2 low; Spk recovery out of range",0
"290","Plate5","19","Std curve r2 low; Spk recovery out of range",0
"291","Plate5","19","Std curve r2 low; Spk recovery out of range",0
"292","Plate5","25","Std curve r2 low; Spk recovery out of range",0
"293","Plate5","25","Std curve r2 low; Spk recovery out of range",1.22074956260656
"294","Plate5","25","Std curve r2 low; Spk recovery out of range",0
"295","Plate5","4","Std curve r2 low; Spk recovery out of range",0
"296","Plate5","4","Std curve r2 low; Spk recovery out of range",0
"297","Plate5","4","Std curve r2 low; Spk recovery out of range",0
"298","Plate5","20","Std curve r2 low; Spk recovery out of range",0
"299","Plate5","20","Std curve r2 low; Spk recovery out of range",0
"300","Plate5","20","Std curve r2 low; Spk recovery out of range",0
"301","Plate5","26","Std curve r2 low; Spk recovery out of range",0
"302","Plate5","26","Std curve r2 low; Spk recovery out of range",0
"303","Plate5","26","Std curve r2 low; Spk recovery out of range",0
"304","Plate5","5","Std curve r2 low; Spk recovery out of range",0
"305","Plate5","5","Std curve r2 low; Spk recovery out of range",0
"306","Plate5","5","Std curve r2 low; Spk recovery out of range",0
"307","Plate5","21","Std curve r2 low; Spk recovery out of range",0
"308","Plate5","21","Std curve r2 low; Spk recovery out of range",0
"309","Plate5","21","Std curve r2 low; Spk recovery out of range",0
"310","Plate5","27","Std curve r2 low; Spk recovery out of range",0.455426464571526
"311","Plate5","27","Std curve r2 low; Spk recovery out of range",0.168430302808388
"312","Plate5","27","Std curve r2 low; Spk recovery out of range",0
"313","Plate5","6","Std curve r2 low; Spk recovery out of range",0
"314","Plate5","6","Std curve r2 low; Spk recovery out of range",0
"315","Plate5","6","Std curve r2 low; Spk recovery out of range",0
"316","Plate5","21 Dup","Std curve r2 low; Spk recovery out of range",0
"317","Plate5","21 Dup","Std curve r2 low; Spk recovery out of range",0
"318","Plate5","21 Dup","Std curve r2 low; Spk recovery out of range",0
"319","Plate5","28","Std curve r2 low; Spk recovery out of range",0
"320","Plate5","28","Std curve r2 low; Spk recovery out of range",0
"321","Plate5","28","Std curve r2 low; Spk recovery out of range",0
"322","Plate5","7","Std curve r2 low; Spk recovery out of range",0
"323","Plate5","7","Std curve r2 low; Spk recovery out of range",0
"324","Plate5","7","Std curve r2 low; Spk recovery out of range",0
"325","Plate5","22","Std curve r2 low; Spk recovery out of range",0
"326","Plate5","22","Std curve r2 low; Spk recovery out of range",0
"327","Plate5","22","Std curve r2 low; Spk recovery out of range",0
"328","Plate5","29","Std curve r2 low; Spk recovery out of range",0
"329","Plate5","29","Std curve r2 low; Spk recovery out of range",0
"330","Plate5","29","Std curve r2 low; Spk recovery out of range",0
"331","Plate5","8","Std curve r2 low; Spk recovery out of range",1615.60002101399
"332","Plate5","8","Std curve r2 low; Spk recovery out of range",2433.53908203893
"333","Plate5","8","Std curve r2 low; Spk recovery out of range",2400.0561964999
"334","Plate5","22 Spike","Std curve r2 low; Spk recovery out of range",32.5989965820429
"335","Plate5","22 Spike","Std curve r2 low; Spk recovery out of range",22.0758039840612
"336","Plate5","22 Spike","Std curve r2 low; Spk recovery out of range",22.0758039840612
"337","Plate5","30","Std curve r2 low; Spk recovery out of range",0
"338","Plate5","30","Std curve r2 low; Spk recovery out of range",0
"339","Plate5","30","Std curve r2 low; Spk recovery out of range",0
"340","Plate6","31","Spk recovery out of range",4.09071118023793
"341","Plate6","31","Spk recovery out of range",4.66470350376421
"342","Plate6","31","Spk recovery out of range",4.66470350376421
"343","Plate6","10","Spk recovery out of range",5901.61254503282
"344","Plate6","10","Spk recovery out of range",4825.37693842105
"345","Plate6","10","Spk recovery out of range",3749.14133180929
"346","Plate6","32","Spk recovery out of range",1.31641494986094
"347","Plate6","32","Spk recovery out of range",2.75139575867663
"348","Plate6","32","Spk recovery out of range",5.52569198905362
"349","Plate6","8","Spk recovery out of range",1166.17587594105
"350","Plate6","8","Spk recovery out of range",974.845101432293
