"","Plate","Wells","Abs","IDs","Dilution","QAQC_flag","Conc","H2S_Conc_Final","H2S_info","ID_full"
"1","Plate1","A04",0.07,"1",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.46685441285802,0,"bdl","Plate1_1_1"
"2","Plate1","A05",0.065,"1",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.94518134912991,0,"bdl","Plate1_1_1"
"3","Plate1","A06",0.072,"1",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.27552363834926,0,"bdl","Plate1_1_1"
"4","Plate1","A07",0.213,"9",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",10.2132959645182,10.2132959645182,"Within Range","Plate1_1_9"
"5","Plate1","A08",0.163,"9",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",5.43002660179924,5.43002660179924,"Within Range","Plate1_1_9"
"6","Plate1","A09",0.198,"9",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.77831515570251,8.77831515570251,"Within Range","Plate1_1_9"
"7","Plate1","A10",0.139,"15",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3.13405730769414,3.13405730769414,"Within Range","Plate1_1_15"
"8","Plate1","A11",0.138,"15",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3.03839192043976,3.03839192043976,"Within Range","Plate1_1_15"
"9","Plate1","A12",0.14,"15",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3.22972269494852,3.22972269494852,"Within Range","Plate1_1_15"
"10","Plate1","B04",0.076,"2",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-2.89286208933174,0,"bdl","Plate1_1_2"
"11","Plate1","B05",0.072,"2",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.27552363834926,0,"bdl","Plate1_1_2"
"12","Plate1","B06",0.076,"2",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-2.89286208933174,0,"bdl","Plate1_1_2"
"13","Plate1","B07",0.392,"10",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",27.3374002830521,27.3374002830521,"Within Range","Plate1_1_10"
"14","Plate1","B08",0.415,"10",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",29.5377041899028,29.5377041899028,"Within Range","Plate1_1_10"
"15","Plate1","B09",0.459,"10",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",33.7469812290955,33.7469812290955,"Within Range","Plate1_1_10"
"16","Plate1","B10",0.698,"16",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",56.6110087828921,56.6110087828921,"Within Range","Plate1_1_16"
"17","Plate1","B11",0.422,"16",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",30.2073619006834,30.2073619006834,"Within Range","Plate1_1_16"
"18","Plate1","B12",0.397,"16",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",27.815727219324,27.815727219324,"Within Range","Plate1_1_16"
"19","Plate1","C04",0.149,"3",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4.09071118023793,4.09071118023793,"Within Range","Plate1_1_3"
"20","Plate1","C05",0.185,"3",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",7.53466512139558,7.53466512139558,"Within Range","Plate1_1_3"
"21","Plate1","C06",0.157,"3",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4.85603427827297,4.85603427827297,"Within Range","Plate1_1_3"
"22","Plate1","C07",0.291,"11",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",17.6751961703598,17.6751961703598,"Within Range","Plate1_1_11"
"23","Plate1","C08",0.373,"11",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",25.5197579252189,25.5197579252189,"Within Range","Plate1_1_11"
"24","Plate1","C09",0.442,"11",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",32.120669645771,32.120669645771,"Within Range","Plate1_1_11"
"25","Plate1","C10",0.616,"17",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",48.766447028033,48.766447028033,"Within Range","Plate1_1_17"
"26","Plate1","C11",0.677,"17",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",54.6020356505501,54.6020356505501,"Within Range","Plate1_1_17"
"27","Plate1","C12",0.979,"17",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",83.4929826013726,83.4929826013726,"Within Range","Plate1_1_17"
"28","Plate1","D04",0.076,"4",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-2.89286208933174,0,"bdl","Plate1_1_4"
"29","Plate1","D05",0.075,"4",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-2.98852747658612,0,"bdl","Plate1_1_4"
"30","Plate1","D06",0.072,"4",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.27552363834926,0,"bdl","Plate1_1_4"
"31","Plate1","D07",0.159,"12",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",5.04736505278172,5.04736505278172,"Within Range","Plate1_1_12"
"32","Plate1","D08",0.145,"12",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",3.70804963122041,3.70804963122041,"Within Range","Plate1_1_12"
"33","Plate1","D09",0.122,"12",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",1.5077457243697,1.5077457243697,"Within Range","Plate1_1_12"
"34","Plate1","D10",0.627,"18",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",49.8187662878312,49.8187662878312,"Within Range","Plate1_1_18"
"35","Plate1","D11",0.797,"18",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",66.0818821210756,66.0818821210756,"Within Range","Plate1_1_18"
"36","Plate1","D12",0.733,"18",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",59.9592973367953,59.9592973367953,"Within Range","Plate1_1_18"
"37","Plate1","E04",0.076,"5",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-2.89286208933174,0,"bdl","Plate1_1_5"
"38","Plate1","E05",0.076,"5",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-2.89286208933174,0,"bdl","Plate1_1_5"
"39","Plate1","E06",0.076,"5",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-2.89286208933174,0,"bdl","Plate1_1_5"
"40","Plate1","E07",0.214,"13",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",10.3089613517726,10.3089613517726,"Within Range","Plate1_1_13"
"41","Plate1","E08",0.218,"13",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",10.6916229007901,10.6916229007901,"Within Range","Plate1_1_13"
"42","Plate1","E09",0.283,"13",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",16.9098730723247,16.9098730723247,"Within Range","Plate1_1_13"
"43","Plate1","E10",0.087,"19",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-1.84054282953357,0,"bdl","Plate1_1_19"
"44","Plate1","E11",0.109,"19",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",0.264095690062767,0.264095690062767,"Within Range","Plate1_1_19"
"45","Plate1","E12",0.087,"19",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-1.84054282953357,0,"bdl","Plate1_1_19"
"46","Plate1","F04",0.19,"6",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.01299205766748,8.01299205766748,"Within Range","Plate1_1_6"
"47","Plate1","F05",0.205,"6",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",9.44797286648316,9.44797286648316,"Within Range","Plate1_1_6"
"48","Plate1","F06",0.198,"6",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.77831515570251,8.77831515570251,"Within Range","Plate1_1_6"
"49","Plate1","F07",0.23,"13 Dup",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",11.8396075478426,11.8396075478426,"Within Range","Plate1_1_13 Dup"
"50","Plate1","F08",0.303,"13 Dup",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",18.8231808174123,18.8231808174123,"Within Range","Plate1_1_13 Dup"
"51","Plate1","F09",0.28,"13 Dup",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",16.6228769105616,16.6228769105616,"Within Range","Plate1_1_13 Dup"
"52","Plate1","F10",0.168,"20",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",5.90835353807114,5.90835353807114,"Within Range","Plate1_1_20"
"53","Plate1","F11",0.192,"20",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.20432283217623,8.20432283217623,"Within Range","Plate1_1_20"
"54","Plate1","F12",0.17,"20",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",6.0996843125799,6.0996843125799,"Within Range","Plate1_1_20"
"55","Plate1","G04",0.069,"7",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.5625198001124,0,"bdl","Plate1_1_7"
"56","Plate1","G05",0.07,"7",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.46685441285802,0,"bdl","Plate1_1_7"
"57","Plate1","G06",0.066,"7",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-3.84951596187554,0,"bdl","Plate1_1_7"
"58","Plate1","G07",0.199,"14",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.87398054295689,8.87398054295689,"Within Range","Plate1_1_14"
"59","Plate1","G08",0.191,"14",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",8.10865744492186,8.10865744492186,"Within Range","Plate1_1_14"
"60","Plate1","G09",0.184,"14",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",7.4389997341412,7.4389997341412,"Within Range","Plate1_1_14"
"61","Plate1","G10",1.56,"21",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",139.074572596167,139.074572596167,"adl","Plate1_1_21"
"62","Plate1","G11",1.492,"21",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",132.569326262869,132.569326262869,"adl","Plate1_1_21"
"63","Plate1","G12",1.608,"21",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",143.666511184377,143.666511184377,"adl","Plate1_1_21"
"64","Plate1","H04",0.086,"8",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-1.93620821678795,0,"bdl","Plate1_1_8"
"65","Plate1","H05",0.082,"8",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-2.31886976580547,0,"bdl","Plate1_1_8"
"66","Plate1","H06",0.081,"8",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-2.41453515305985,0,"bdl","Plate1_1_8"
"67","Plate1","H07",0.151,"14 Spike",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4.28204195474669,4.28204195474669,"Within Range","Plate1_1_14 Spike"
"68","Plate1","H08",0.157,"14 Spike",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",4.85603427827297,4.85603427827297,"Within Range","Plate1_1_14 Spike"
"69","Plate1","H09",0.161,"14 Spike",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",5.23869582729048,5.23869582729048,"Within Range","Plate1_1_14 Spike"
