"","Plate","Wells","Abs","IDs","Dilution","QAQC_flag","Conc","H2S_Conc_Final","H2S_info","ID_full"
"70","Plate1","H10",0.103,"22",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-0.309896633463508,0,"bdl","Plate1_1_22"
"71","Plate1","H11",0.09,"22",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-1.55354666777044,0,"bdl","Plate1_1_22"
"72","Plate1","H12",0.093,"22",1,"MC 20 out of range; Dup perc diff out of range; Dup perc diff out of range; Spk recovery out of range",-1.2665505060073,0,"bdl","Plate1_1_22"
"73","Plate2","A04",0.143,"23",1,"Std curve r2 low; Spk recovery out of range",3.51671885671166,3.51671885671166,"Within Range","Plate2_1_23"
"74","Plate2","A05",0.129,"23",1,"Std curve r2 low; Spk recovery out of range",2.17740343515035,2.17740343515035,"Within Range","Plate2_1_23"
"75","Plate2","A06",0.163,"23",1,"Std curve r2 low; Spk recovery out of range",5.43002660179924,5.43002660179924,"Within Range","Plate2_1_23"
"76","Plate2","A07",0.116,"31",1,"Std curve r2 low; Spk recovery out of range",0.933753400843422,0.933753400843422,"Within Range","Plate2_1_31"
"77","Plate2","A08",0.112,"31",1,"Std curve r2 low; Spk recovery out of range",0.551091851825905,0.551091851825905,"Within Range","Plate2_1_31"
"78","Plate2","A09",0.121,"31",1,"Std curve r2 low; Spk recovery out of range",1.41208033711532,1.41208033711532,"Within Range","Plate2_1_31"
"79","Plate2","A10",0.078,"37",1,"Std curve r2 low; Spk recovery out of range",-2.70153131482299,0,"bdl","Plate2_1_37"
"80","Plate2","A11",0.066,"37",1,"Std curve r2 low; Spk recovery out of range",-3.84951596187554,0,"bdl","Plate2_1_37"
"81","Plate2","A12",0.062,"37",1,"Std curve r2 low; Spk recovery out of range",-4.23217751089305,0,"bdl","Plate2_1_37"
"82","Plate2","B04",1.1,"24",1,"Std curve r2 low; Spk recovery out of range",95.0684944591525,95.0684944591525,"Within Range","Plate2_1_24"
"83","Plate2","B05",1.1,"24",1,"Std curve r2 low; Spk recovery out of range",95.0684944591525,95.0684944591525,"Within Range","Plate2_1_24"
"84","Plate2","B06",1.123,"24",1,"Std curve r2 low; Spk recovery out of range",97.2687983660032,97.2687983660032,"Within Range","Plate2_1_24"
"85","Plate2","B07",0.101,"32",1,"Std curve r2 low; Spk recovery out of range",-0.501227407972265,0,"bdl","Plate2_1_32"
"86","Plate2","B08",0.079,"32",1,"Std curve r2 low; Spk recovery out of range",-2.60586592756861,0,"bdl","Plate2_1_32"
"87","Plate2","B09",0.083,"32",1,"Std curve r2 low; Spk recovery out of range",-2.22320437855109,0,"bdl","Plate2_1_32"
"88","Plate2","B10",0.068,"38",1,"Std curve r2 low; Spk recovery out of range",-3.65818518736678,0,"bdl","Plate2_1_38"
"89","Plate2","B11",0.064,"38",1,"Std curve r2 low; Spk recovery out of range",-4.04084673638429,0,"bdl","Plate2_1_38"
"90","Plate2","B12",0.064,"38",1,"Std curve r2 low; Spk recovery out of range",-4.04084673638429,0,"bdl","Plate2_1_38"
"91","Plate2","C04",0.106,"25",1,"Std curve r2 low; Spk recovery out of range",-0.0229004717003706,0,"bdl","Plate2_1_25"
"92","Plate2","C05",0.071,"25",1,"Std curve r2 low; Spk recovery out of range",-3.37118902560364,0,"bdl","Plate2_1_25"
"93","Plate2","C06",0.071,"25",1,"Std curve r2 low; Spk recovery out of range",-3.37118902560364,0,"bdl","Plate2_1_25"
"94","Plate2","C07",0.221,"33",1,"Std curve r2 low; Spk recovery out of range",10.9786190625532,10.9786190625532,"Within Range","Plate2_1_33"
"95","Plate2","C08",0.202,"33",1,"Std curve r2 low; Spk recovery out of range",9.16097670472003,9.16097670472003,"Within Range","Plate2_1_33"
"96","Plate2","C09",0.229,"33",1,"Std curve r2 low; Spk recovery out of range",11.7439421605883,11.7439421605883,"Within Range","Plate2_1_33"
"97","Plate2","C10",0.065,"39",1,"Std curve r2 low; Spk recovery out of range",-3.94518134912991,0,"bdl","Plate2_1_39"
"98","Plate2","C11",0.064,"39",1,"Std curve r2 low; Spk recovery out of range",-4.04084673638429,0,"bdl","Plate2_1_39"
"99","Plate2","C12",0.079,"39",1,"Std curve r2 low; Spk recovery out of range",-2.60586592756861,0,"bdl","Plate2_1_39"
"100","Plate2","D04",0.1,"26",1,"Std curve r2 low; Spk recovery out of range",-0.596892795226645,0,"bdl","Plate2_1_26"
"101","Plate2","D05",0.121,"26",1,"Std curve r2 low; Spk recovery out of range",1.41208033711532,1.41208033711532,"Within Range","Plate2_1_26"
"102","Plate2","D06",0.102,"26",1,"Std curve r2 low; Spk recovery out of range",-0.405562020717887,0,"bdl","Plate2_1_26"
"103","Plate2","D07",0.197,"34",1,"Std curve r2 low; Spk recovery out of range",8.68264976844813,8.68264976844813,"Within Range","Plate2_1_34"
"104","Plate2","D08",0.17,"34",1,"Std curve r2 low; Spk recovery out of range",6.0996843125799,6.0996843125799,"Within Range","Plate2_1_34"
"105","Plate2","D09",0.174,"34",1,"Std curve r2 low; Spk recovery out of range",6.48234586159741,6.48234586159741,"Within Range","Plate2_1_34"
"106","Plate2","D10",0.072,"40",1,"Std curve r2 low; Spk recovery out of range",-3.27552363834926,0,"bdl","Plate2_1_40"
"107","Plate2","D11",0.063,"40",1,"Std curve r2 low; Spk recovery out of range",-4.13651212363867,0,"bdl","Plate2_1_40"
"108","Plate2","D12",0.069,"40",1,"Std curve r2 low; Spk recovery out of range",-3.5625198001124,0,"bdl","Plate2_1_40"
"109","Plate2","E04",1.239,"27",1,"Std curve r2 low; Spk recovery out of range",108.365983287511,108.365983287511,"adl","Plate2_1_27"
"110","Plate2","E05",1.226,"27",1,"Std curve r2 low; Spk recovery out of range",107.122333253204,107.122333253204,"adl","Plate2_1_27"
"111","Plate2","E06",1.275,"27",1,"Std curve r2 low; Spk recovery out of range",111.809937228669,111.809937228669,"adl","Plate2_1_27"
"112","Plate2","E07",0.15,"35",1,"Std curve r2 low; Spk recovery out of range",4.18637656749231,4.18637656749231,"Within Range","Plate2_1_35"
"113","Plate2","E08",0.15,"35",1,"Std curve r2 low; Spk recovery out of range",4.18637656749231,4.18637656749231,"Within Range","Plate2_1_35"
"114","Plate2","E09",0.151,"35",1,"Std curve r2 low; Spk recovery out of range",4.28204195474669,4.28204195474669,"Within Range","Plate2_1_35"
"115","Plate2","E10",0.071,"41",1,"Std curve r2 low; Spk recovery out of range",-3.37118902560364,0,"bdl","Plate2_1_41"
"116","Plate2","E11",0.081,"41",1,"Std curve r2 low; Spk recovery out of range",-2.41453515305985,0,"bdl","Plate2_1_41"
"117","Plate2","E12",0.065,"41",1,"Std curve r2 low; Spk recovery out of range",-3.94518134912991,0,"bdl","Plate2_1_41"
"118","Plate2","F04",0.157,"28",1,"Std curve r2 low; Spk recovery out of range",4.85603427827297,4.85603427827297,"Within Range","Plate2_1_28"
"119","Plate2","F05",0.15,"28",1,"Std curve r2 low; Spk recovery out of range",4.18637656749231,4.18637656749231,"Within Range","Plate2_1_28"
"120","Plate2","F06",0.159,"28",1,"Std curve r2 low; Spk recovery out of range",5.04736505278172,5.04736505278172,"Within Range","Plate2_1_28"
"121","Plate2","F07",0.144,"35 Dup",1,"Std curve r2 low; Spk recovery out of range",3.61238424396604,3.61238424396604,"Within Range","Plate2_1_35 Dup"
"122","Plate2","F08",0.159,"35 Dup",1,"Std curve r2 low; Spk recovery out of range",5.04736505278172,5.04736505278172,"Within Range","Plate2_1_35 Dup"
"123","Plate2","F09",0.153,"35 Dup",1,"Std curve r2 low; Spk recovery out of range",4.47337272925545,4.47337272925545,"Within Range","Plate2_1_35 Dup"
"124","Plate2","F10",0.083,"42",1,"Std curve r2 low; Spk recovery out of range",-2.22320437855109,0,"bdl","Plate2_1_42"
"125","Plate2","F11",0.086,"42",1,"Std curve r2 low; Spk recovery out of range",-1.93620821678795,0,"bdl","Plate2_1_42"
"126","Plate2","F12",0.086,"42",1,"Std curve r2 low; Spk recovery out of range",-1.93620821678795,0,"bdl","Plate2_1_42"
"127","Plate2","G04",0.172,"29",1,"Std curve r2 low; Spk recovery out of range",6.29101508708865,6.29101508708865,"Within Range","Plate2_1_29"
"128","Plate2","G05",0.157,"29",1,"Std curve r2 low; Spk recovery out of range",4.85603427827297,4.85603427827297,"Within Range","Plate2_1_29"
"129","Plate2","G06",0.161,"29",1,"Std curve r2 low; Spk recovery out of range",5.23869582729048,5.23869582729048,"Within Range","Plate2_1_29"
"130","Plate2","G07",0.07,"36",1,"Std curve r2 low; Spk recovery out of range",-3.46685441285802,0,"bdl","Plate2_1_36"
"131","Plate2","G08",0.065,"36",1,"Std curve r2 low; Spk recovery out of range",-3.94518134912991,0,"bdl","Plate2_1_36"
"132","Plate2","G09",0.061,"36",1,"Std curve r2 low; Spk recovery out of range",-4.32784289814743,0,"bdl","Plate2_1_36"
"133","Plate2","G10",0.072,"43",1,"Std curve r2 low; Spk recovery out of range",-3.27552363834926,0,"bdl","Plate2_1_43"
"134","Plate2","G11",0.064,"43",1,"Std curve r2 low; Spk recovery out of range",-4.04084673638429,0,"bdl","Plate2_1_43"
"135","Plate2","G12",0.087,"43",1,"Std curve r2 low; Spk recovery out of range",-1.84054282953357,0,"bdl","Plate2_1_43"
"136","Plate2","H04",0.168,"30",1,"Std curve r2 low; Spk recovery out of range",5.90835353807114,5.90835353807114,"Within Range","Plate2_1_30"
"137","Plate2","H05",0.164,"30",1,"Std curve r2 low; Spk recovery out of range",5.52569198905362,5.52569198905362,"Within Range","Plate2_1_30"
"138","Plate2","H06",0.157,"30",1,"Std curve r2 low; Spk recovery out of range",4.85603427827297,4.85603427827297,"Within Range","Plate2_1_30"
"139","Plate2","H07",0.345,"36 Spike",1,"Std curve r2 low; Spk recovery out of range",22.8411270820962,22.8411270820962,"Within Range","Plate2_1_36 Spike"
"140","Plate2","H08",0.193,"36 Spike",1,"Std curve r2 low; Spk recovery out of range",8.29998821943061,8.29998821943061,"Within Range","Plate2_1_36 Spike"
"141","Plate2","H09",0.223,"36 Spike",1,"Std curve r2 low; Spk recovery out of range",11.169949837062,11.169949837062,"Within Range","Plate2_1_36 Spike"
"142","Plate2","H10",0.124,"44",1,"Std curve r2 low; Spk recovery out of range",1.69907649887845,1.69907649887845,"Within Range","Plate2_1_44"
"143","Plate2","H11",0.12,"44",1,"Std curve r2 low; Spk recovery out of range",1.31641494986094,1.31641494986094,"Within Range","Plate2_1_44"
"144","Plate2","H12",0.134,"44",1,"Std curve r2 low; Spk recovery out of range",2.65573037142225,2.65573037142225,"Within Range","Plate2_1_44"
"145","Plate3","A04",0.068,"45",1,"",-3.65818518736678,0,"bdl","Plate3_1_45"
"146","Plate3","A05",0.07,"45",1,"",-3.46685441285802,0,"bdl","Plate3_1_45"
"147","Plate3","A06",0.072,"45",1,"",-3.27552363834926,0,"bdl","Plate3_1_45"
"148","Plate3","A07",0.075,"53",1,"",-2.98852747658612,0,"bdl","Plate3_1_53"
"149","Plate3","A08",0.117,"53",1,"",1.0294187880978,1.0294187880978,"Within Range","Plate3_1_53"
"150","Plate3","A09",0.083,"53",1,"",-2.22320437855109,0,"bdl","Plate3_1_53"
"151","Plate3","A10",0.072,"59",1,"",-3.27552363834926,0,"bdl","Plate3_1_59"
"152","Plate3","A11",0.074,"59",1,"",-3.0841928638405,0,"bdl","Plate3_1_59"
"153","Plate3","A12",0.073,"59",1,"",-3.17985825109488,0,"bdl","Plate3_1_59"
"154","Plate3","B04",0.073,"46",1,"",-3.17985825109488,0,"bdl","Plate3_1_46"
"155","Plate3","B05",0.069,"46",1,"",-3.5625198001124,0,"bdl","Plate3_1_46"
"156","Plate3","B06",0.072,"46",1,"",-3.27552363834926,0,"bdl","Plate3_1_46"
"157","Plate3","B07",0.091,"54",1,"",-1.45788128051606,0,"bdl","Plate3_1_54"
"158","Plate3","B08",0.076,"54",1,"",-2.89286208933174,0,"bdl","Plate3_1_54"
"159","Plate3","B09",0.08,"54",1,"",-2.51020054031423,0,"bdl","Plate3_1_54"
"160","Plate3","B10",0.062,"60",1,"",-4.23217751089305,0,"bdl","Plate3_1_60"
"161","Plate3","B11",0.061,"60",1,"",-4.32784289814743,0,"bdl","Plate3_1_60"
"162","Plate3","B12",0.06,"60",1,"",-4.42350828540181,0,"bdl","Plate3_1_60"
"163","Plate3","C04",0.053,"47",1,"",-5.09316599618246,0,"bdl","Plate3_1_47"
"164","Plate3","C05",0.07,"47",1,"",-3.46685441285802,0,"bdl","Plate3_1_47"
"165","Plate3","C06",0.058,"47",1,"",-4.61483905991057,0,"bdl","Plate3_1_47"
"166","Plate3","C07",0.084,"55",1,"",-2.12753899129671,0,"bdl","Plate3_1_55"
"167","Plate3","C08",0.08,"55",1,"",-2.51020054031423,0,"bdl","Plate3_1_55"
"168","Plate3","C09",0.083,"55",1,"",-2.22320437855109,0,"bdl","Plate3_1_55"
"169","Plate3","C10",0.059,"61",1,"",-4.51917367265619,0,"bdl","Plate3_1_61"
"170","Plate3","C11",0.063,"61",1,"",-4.13651212363867,0,"bdl","Plate3_1_61"
"171","Plate3","C12",0.059,"61",1,"",-4.51917367265619,0,"bdl","Plate3_1_61"
"172","Plate3","D04",0.107,"48",1,"",0.0727649155540087,0.0727649155540087,"Within Range","Plate3_1_48"
"173","Plate3","D05",0.099,"48",1,"",-0.692558182481024,0,"bdl","Plate3_1_48"
"174","Plate3","D06",0.107,"48",1,"",0.0727649155540087,0.0727649155540087,"Within Range","Plate3_1_48"
"175","Plate3","D07",0.078,"56",1,"",-2.70153131482299,0,"bdl","Plate3_1_56"
"176","Plate3","D08",0.082,"56",1,"",-2.31886976580547,0,"bdl","Plate3_1_56"
"177","Plate3","D09",0.084,"56",1,"",-2.12753899129671,0,"bdl","Plate3_1_56"
"178","Plate3","D10",0.067,"62",1,"",-3.75385057462116,0,"bdl","Plate3_1_62"
"179","Plate3","D11",0.058,"62",1,"",-4.61483905991057,0,"bdl","Plate3_1_62"
"180","Plate3","D12",0.057,"62",1,"",-4.71050444716495,0,"bdl","Plate3_1_62"
"181","Plate3","E04",0.384,"49",1,"",26.572077185017,26.572077185017,"Within Range","Plate3_1_49"
"182","Plate3","E05",0.452,"49",1,"",33.0773235183148,33.0773235183148,"Within Range","Plate3_1_49"
"183","Plate3","E06",0.434,"49",1,"",31.355346547736,31.355346547736,"Within Range","Plate3_1_49"
"184","Plate3","E07",0.078,"57",1,"",-2.70153131482299,0,"bdl","Plate3_1_57"
"185","Plate3","E08",0.091,"57",1,"",-1.45788128051606,0,"bdl","Plate3_1_57"
"186","Plate3","E09",0.079,"57",1,"",-2.60586592756861,0,"bdl","Plate3_1_57"
"187","Plate3","E10",0.671,"21",5,"",270.140216635119,270.140216635119,"Within Range","Plate3_5_21"
"188","Plate3","E11",0.696,"21",5,"",282.098390041917,282.098390041917,"Within Range","Plate3_5_21"
