"","ID_full","H2S_mean","H2S_sd","H2S_cv","IDs","Plate","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag"
"1","Plate1_1_21",138.436803347804,5.57601475124965,4.02784130838434,"21","Plate1","MC 20 out of range",1,"Within Range","adl"
"2","Plate2_1_27",109.099417923128,2.42834357767588,2.22580800512327,"27","Plate2","Std curve r2 low",1,"Within Range","adl"
