"","IDs","H2S_mean","H2S_sd","H2S_cv","H2S_flag","QAQC_flag","Dilution","H2S_cv_flag"
"1","95",246.68574553006,11.6706864422877,4.73099344155885,"Within_Range","Chk Std 4 out of range",25,"Within range"
"2","83",16.2807402630557,0.866965278569944,5.32509741302898,"Within_Range","Chk Std 4 out of range",1,"Within range"
"3","89",9.49017626579926,1.00034455219609,10.5408427006897,"Within_Range","Chk Std 4 out of range",1,"High CV"
"4","96",2.46382879641592,0.133379273626145,5.4134960115804,"Within_Range","Chk Std 4 out of range",1,"Within range"
"5","96 Dup",2.13373193543818,0.200068910439217,9.37647823123251,"Within_Range","Chk Std 4 out of range",1,"Within range"
"6","81 Spike",18.4971049010491,1.73393055713988,9.37406457072935,"Within_Range","Chk Std 4 out of range",1,"Within range"
"7","88",11.989481070345,0,0,"Within_Range","Chk Std 4 out of range",1,"Within range"
"8","90",10.2446833766055,0.866965278569942,8.46258734115414,"Within_Range","Chk Std 4 out of range",1,"Within range"
"9","93",4.20862649015541,0.333448184065361,7.92296928333614,"Within_Range","Chk Std 4 out of range",1,"Within range"
"10","81",0,0,0,"bdl","Chk Std 4 out of range",1,"Within range"
"11","82",0,0,0,"bdl","Chk Std 4 out of range",1,"Within range"
"12","84",19.3459254007061,0.899692388432421,4.65055235041681,"Within_Range","Chk Std 4 out of range",1,"Within range"
"13","85",25.0361665280367,0.536288630528483,2.14205569342224,"Within_Range","Chk Std 4 out of range",1,"Within range"
"14","86",4.09859420316283,0.0544518604411855,1.32854968660147,"Within_Range","Chk Std 4 out of range",1,"Within range"
"15","87",5.04172809167066,0.108903720882372,2.16004748574778,"Within_Range","Chk Std 4 out of range",1,"Within range"
"16","89 Dup",8.87713923826917,0.28294016655235,3.18728994733574,"Within_Range","Chk Std 4 out of range",1,"Within range"
"17","90 Spike",34.7504455796674,3.29737376132761,9.48872368778176,"Within_Range","Chk Std 4 out of range",1,"Within range"
"18","91",18.7171694750342,0.762326046176599,4.07287035143547,"Within_Range","Chk Std 4 out of range",1,"Within range"
"19","92",23.464276713857,1.74245953411794,7.42600999539404,"Within_Range","Chk Std 4 out of range",1,"Within range"
"20","94",0,0,0,"bdl","Chk Std 4 out of range",25,"Within range"
