"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","H2S_mean","H2S_sd","H2S_cv","H2S_Conc_flag","H2S_cv_flag","H2S_QAQC_flag","Dilution","Analysis_rundate","Run_notes","Field_notes","Type"
"13","COMPASS: Synoptic","CB","GCW","UP","B",20,"GCW_202211_UP_LYSB_20CM",2022,"November",15,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"14","COMPASS: Synoptic","CB","GCW","UP","C",10,"GCW_202211_UP_LYSC_10CM",2022,"November",15,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"15","COMPASS: Synoptic","CB","GCW","UP","C",20,"GCW_202211_UP_LYSC_20CM",2022,"November",15,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"16","COMPASS: Synoptic","CB","GCW","UP","C",45,"GCW_202211_UP_LYSC_45CM",2022,"November",15,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"17","COMPASS: Synoptic","CB","GCW","WC","A",10,"GCW_202211_WC_SIPA_10CM",2022,"November",NA,NA,NA,567.612733108397,47.9464933281998,8.4470432975723,"Within Range","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range; Spk recovery out of range",12.5,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"18","COMPASS: Synoptic","CB","GCW","WC","A",20,"GCW_202211_WC_SIPA_20CM",2022,"November",NA,NA,NA,1532.49703506744,56.4856323695217,3.68585589903186,"adl","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range; Spk recovery out of range",12.5,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"19","COMPASS: Synoptic","CB","GCW","WC","A",45,"GCW_202211_WC_SIPA_45CM",2022,"November",NA,NA,NA,955.649874786933,16.4290145389761,1.71914578470897,"Within Range","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range; Spk recovery out of range",12.5,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"20","COMPASS: Synoptic","CB","GCW","WC","B",10,"GCW_202211_WC_SIPB_10CM",2022,"November",NA,NA,NA,827.389275943525,63.0823400146339,7.62426367476144,"Within Range","Within Range","Std curve r2 low; MC 10 out of range; MC 20 out of range; Spk recovery out of range",12.5,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"21","COMPASS: Synoptic","CB","GCW","WC","B",20,"GCW_202211_WC_SIPB_20CM",2022,"November",NA,NA,NA,906.494163047454,60.5599199614966,6.68067401095073,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",12.5,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"22","COMPASS: Synoptic","CB","GCW","WC","B",45,"GCW_202211_WC_SIPB_45CM",2022,"November",NA,NA,NA,1218.03069374071,15.2028452295997,1.2481495998192,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",12.5,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"23","COMPASS: Synoptic","CB","GCW","WC","C",10,"GCW_202211_WC_SIPC_10CM",2022,"November",NA,NA,NA,278.863618453312,19.2368588768824,6.89830354478568,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",12.5,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"24","COMPASS: Synoptic","CB","GCW","WC","C",20,"GCW_202211_WC_SIPC_20CM",2022,"November",NA,NA,NA,338.436434667383,26.5485322197458,7.84446634589974,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",12.5,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"25","COMPASS: Synoptic","CB","GCW","WC","C",45,"GCW_202211_WC_SIPC_45CM",2022,"November",NA,NA,NA,1108.97663127233,50.3590425902439,4.54103731044963,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",12.5,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"26","COMPASS: Synoptic","CB","GWI","SW","A",0,"GWI_202211_SW_A",2022,"November",17,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","SW"
"27","COMPASS: Synoptic","CB","GWI","SW","B",0,"GWI_202211_SW_B",2022,"November",17,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","SW"
"28","COMPASS: Synoptic","CB","GWI","SW","C",0,"GWI_202211_SW_C",2022,"November",17,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","SW"
"29","COMPASS: Synoptic","CB","GWI","TR","A",10,"GWI_202211_TR_LYSA_10CM",2022,"November",17,NA,NA,18.6370601489715,0.99441070393218,5.33566289953226,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"30","COMPASS: Synoptic","CB","GWI","TR","A",20,"GWI_202211_TR_LYSA_20CM",2022,"November",17,NA,NA,17.1526227613422,4.41960312858746,25.7663401689692,"Within Range","High CV","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"31","COMPASS: Synoptic","CB","GWI","TR","A",45,"GWI_202211_TR_LYSA_45CM",2022,"November",17,NA,NA,10.0429489574334,3.31470234644059,33.0052692738937,"Within Range","High CV","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"32","COMPASS: Synoptic","CB","GWI","TR","B",10,"GWI_202211_TR_LYSB_10CM",2022,"November",17,NA,NA,0.607226457608522,0.858747891781743,141.42135623731,"Within Range","High CV","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"33","COMPASS: Synoptic","CB","GWI","TR","B",20,"GWI_202211_TR_LYSB_20CM",2022,"November",17,NA,NA,144.449639440851,11.0634541625609,7.65903896014304,"adl","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"34","COMPASS: Synoptic","CB","GWI","TR","B",45,"GWI_202211_TR_LYSB_45CM",2022,"November",17,NA,NA,23.507056490843,1.10857766679261,4.71593569030835,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"35","COMPASS: Synoptic","CB","GWI","TR","C",10,"GWI_202211_TR_LYSC_10CM",2022,"November",17,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"36","COMPASS: Synoptic","CB","GWI","TR","C",20,"GWI_202211_TR_LYSC_20CM",2022,"November",17,NA,NA,32.1011676823811,1.67080094219777,5.20479802706615,"Within Range","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"37","COMPASS: Synoptic","CB","GWI","TR","C",45,"GWI_202211_TR_LYSC_45CM",2022,"November",17,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"38","COMPASS: Synoptic","CB","GWI","TR","",NA,"GWI_202211_TR_RHZ_SF_1",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"39","COMPASS: Synoptic","CB","GWI","TR","",NA,"GWI_202211_TR_RHZ_SF_2",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"40","COMPASS: Synoptic","CB","GWI","TR","",NA,"GWI_202211_TR_RHZ_SF_3",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"41","COMPASS: Synoptic","CB","GWI","TR","",NA,"GWI_202211_TR_RHZ_SF_4",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"42","COMPASS: Synoptic","CB","GWI","TR","",NA,"GWI_202211_TR_RHZ_SF_5",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"43","COMPASS: Synoptic","CB","GWI","TR","",NA,"GWI_202211_TR_RHZ_SF_6",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"44","COMPASS: Synoptic","CB","GWI","TR","",NA,"GWI_202211_TR_RHZ_SF_7",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"45","COMPASS: Synoptic","CB","GWI","TR","",NA,"GWI_202211_TR_RHZ_SF_8",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"RHZ"
"46","COMPASS: Synoptic","CB","GWI","UP","A",10,"GWI_202211_UP_LYSA_10CM",2022,"November",17,NA,NA,0,0,0,"bdl","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"47","COMPASS: Synoptic","CB","GWI","UP","A",20,"GWI_202211_UP_LYSA_20CM",2022,"November",17,NA,NA,8.44131914446495,0.386715273751402,4.58121849361631,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"48","COMPASS: Synoptic","CB","GWI","UP","A",45,"GWI_202211_UP_LYSA_45CM",2022,"November",17,NA,NA,7.42565145819227,0.607695430180775,8.18373220992404,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"49","COMPASS: Synoptic","CB","GWI","UP","B",10,"GWI_202211_UP_LYSB_10CM",2022,"November",17,NA,NA,5.82402164522381,0.662940469288119,11.3828641044249,"Within Range","High CV","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"50","COMPASS: Synoptic","CB","GWI","UP","B",20,"GWI_202211_UP_LYSB_20CM",2022,"November",17,NA,NA,1.42279500470888,0.0902147710887286,6.34067246442068,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"51","COMPASS: Synoptic","CB","GWI","UP","C",10,"GWI_202211_UP_LYSC_10CM",2022,"November",17,NA,NA,2.11292817615057,0.16573511732203,7.84385949284722,"Within Range","Within Range","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"52","COMPASS: Synoptic","CB","GWI","UP","C",20,"GWI_202211_UP_LYSC_20CM",2022,"November",17,NA,NA,0.0212643309127462,0.0300723051715951,141.42135623731,"Within Range","High CV","MC 10 out of range; MC 20 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"53","COMPASS: Synoptic","CB","GWI","WC","A",10,"GWI_202211_WC_SIPA_10CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"54","COMPASS: Synoptic","CB","GWI","WC","A",20,"GWI_202211_WC_SIPA_20CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"55","COMPASS: Synoptic","CB","GWI","WC","A",45,"GWI_202211_WC_SIPA_45CM",2022,"November",NA,NA,NA,1.17538877343733,0.16573511732203,14.1004509373823,"Within Range","High CV","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"56","COMPASS: Synoptic","CB","GWI","WC","B",10,"GWI_202211_WC_SIPB_10CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"57","COMPASS: Synoptic","CB","GWI","WC","B",20,"GWI_202211_WC_SIPB_20CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"58","COMPASS: Synoptic","CB","GWI","WC","B",45,"GWI_202211_WC_SIPB_45CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"59","COMPASS: Synoptic","CB","GWI","WC","C",10,"GWI_202211_WC_SIPC_10CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"60","COMPASS: Synoptic","CB","GWI","WC","C",20,"GWI_202211_WC_SIPC_20CM",2022,"November",NA,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
",NA,"Sip"
"61","COMPASS: Synoptic","CB","MSM","SW","A",0,"MSM_202211_SW_A",2022,"November",13,NA,NA,0,0,0,"bdl","Within Range","MC 10 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","SW"
"62","COMPASS: Synoptic","CB","MSM","SW","B",0,"MSM_202211_SW_B",2022,"November",13,NA,NA,0,0,0,"bdl","Within Range","MC 10 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","SW"
"63","COMPASS: Synoptic","CB","MSM","SW","C",0,"MSM_202211_SW_C",2022,"November",13,NA,NA,0,0,0,"bdl","Within Range","MC 10 out of range; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","SW"
"64","COMPASS: Synoptic","CB","MSM","TR","A",10,"MSM_202211_TR_LYSA_10CM",2022,"November",13,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"65","COMPASS: Synoptic","CB","MSM","TR","A",20,"MSM_202211_TR_LYSA_20CM",2022,"November",13,NA,NA,5.95423545115621,0.508334418756281,8.53735837163731,"Within Range","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"66","COMPASS: Synoptic","CB","MSM","TR","A",45,"MSM_202211_TR_LYSA_45CM",2022,"November",13,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
"67","COMPASS: Synoptic","CB","MSM","TR","B",10,"MSM_202211_TR_LYSB_10CM",2022,"November",13,NA,NA,0,0,0,"bdl","Within Range","Std curve r2 low; Spk recovery out of range",1,"202211","Used Plate 4 standard curve. 9/15 of the MC's were off. 
A lot of the spks were bad but most of the samples that were spiked were 0 to begin with, 
so probably wouldn't have given a good spike. 
","","Lys"
