"","Project","Region","Site","Zone","Replicate","Depth_cm","Sample_ID","Year","Month","Day","Time","Time_Zone","H2S_mean","H2S_sd","H2S_cv","H2S_Conc_flag","H2S_cv_flag","H2S_QAQC_flag","Dilution","Analysis_rundate","Run_notes","Field_notes"
"1","COMPASS: Synoptic","CB","GCW","TR","A",20,"GCW_202207_TR_LYSA_20CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"2","COMPASS: Synoptic","CB","GCW","TR","A",45,"GCW_202207_TR_LYSA_45CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"3","COMPASS: Synoptic","CB","GCW","TR","B",10,"GCW_202207_TR_LYSB_10CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"4","COMPASS: Synoptic","CB","GCW","TR","B",20,"GCW_202207_TR_LYSB_20CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"5","COMPASS: Synoptic","CB","GCW","TR","B",45,"GCW_202207_TR_LYSB_45CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"6","COMPASS: Synoptic","CB","GCW","TR","C",10,"GCW_202207_TR_LYSC_10CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"7","COMPASS: Synoptic","CB","GCW","TR","C",20,"GCW_202207_TR_LYSC_20CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"8","COMPASS: Synoptic","CB","GCW","TR","C",45,"GCW_202207_TR_LYSC_45CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"9","COMPASS: Synoptic","CB","GCW","UP","A",20,"GCW_202207_UP_LYSA_20CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"10","COMPASS: Synoptic","CB","GCW","UP","B",10,"GCW_202207_UP_LYSB_10CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"11","COMPASS: Synoptic","CB","GCW","UP","B",20,"GCW_202207_UP_LYSB_20CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"12","COMPASS: Synoptic","CB","GCW","UP","B",45,"GCW_202207_UP_LYSB_45CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"13","COMPASS: Synoptic","CB","GCW","UP","C",10,"GCW_202207_UP_LYSC_10CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"14","COMPASS: Synoptic","CB","GCW","UP","C",20,"GCW_202207_UP_LYSC_20CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"15","COMPASS: Synoptic","CB","GCW","UP","C",45,"GCW_202207_UP_LYSC_45CM",2022,7,11,NA,NA,0,0,0,"bdl","Within Range","",1,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"16","COMPASS: Synoptic","CB","GCW","WC","A",10,"GCW_202207_WC_LYSA_10CM",2022,7,11,NA,NA,9172.97638258301,508.252223483156,5.54075582760889,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"17","COMPASS: Synoptic","CB","GCW","WC","A",20,"GCW_202207_WC_LYSA_20CM",2022,7,11,NA,NA,8874.84410043214,380.571530746411,4.28820525115342,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"18","COMPASS: Synoptic","CB","GCW","WC","A",45,"GCW_202207_WC_LYSA_45CM",2022,7,11,NA,NA,9084.07875663257,258.256696095014,2.84295967718744,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",""
"19","COMPASS: Synoptic","CB","GCW","WC","SipA",10,"GCW_202207_WC_SIPA_10CM",NA,NA,NA,NA,NA,8585.38475739839,453.307582582647,5.27999146680075,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",NA
"20","COMPASS: Synoptic","CB","GCW","WC","SipA",20,"GCW_202207_WC_SIPA_20CM",NA,NA,NA,NA,NA,9229.35048684427,290.195363481743,3.14426636950666,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",NA
"21","COMPASS: Synoptic","CB","GCW","WC","SipA",45,"GCW_202207_WC_SIPA_45CM",NA,NA,NA,NA,NA,8701.38531808982,405.528017679436,4.66049948203489,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",NA
"22","COMPASS: Synoptic","CB","GCW","WC","SipB",10,"GCW_202207_WC_SIPB_10CM",NA,NA,NA,NA,NA,4026.67113396423,190.098059931998,4.72097307198883,"Within Range","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",NA
"23","COMPASS: Synoptic","CB","GCW","WC","SipB",20,"GCW_202207_WC_SIPB_20CM",NA,NA,NA,NA,NA,7401.52856791204,615.067291524104,8.31000361453192,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",NA
"24","COMPASS: Synoptic","CB","GCW","WC","SipB",45,"GCW_202207_WC_SIPB_45CM",NA,NA,NA,NA,NA,9615.29627755593,225.77509234899,2.34808253257879,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",NA
"25","COMPASS: Synoptic","CB","GCW","WC","SipC",10,"GCW_202207_WC_SIPC_10CM",NA,NA,NA,NA,NA,8502.99183578579,374.980831544074,4.40998696442264,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",NA
"26","COMPASS: Synoptic","CB","GCW","WC","SipC",20,"GCW_202207_WC_SIPC_20CM",NA,NA,NA,NA,NA,8128.97133636016,448.341199720265,5.51534974314493,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",NA
"27","COMPASS: Synoptic","CB","GCW","WC","SipC",45,"GCW_202207_WC_SIPC_45CM",NA,NA,NA,NA,NA,8963.74172638258,64.2562513496127,0.716846304936365,"adl","Within Range","",50,"202207","Plate2 std curve used. 
Some high CV, adl, and bdl samples. 
5/6 spikes were bad. 
No dups. 
Some samples high CV, adl, bdl",NA
